state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
West Bengal,JANGIPUR,58,SOMA SAHA DAS,Independent,52,103,160,206,298,364,404,447,519,569,605,662,723,768,821,872,910,941,996,1088,1123,,,,,,,,1123,2,1125,0.53,212606
West Bengal,JANGIPUR,58,NOTA,None of the Above,62,123,171,213,284,328,380,435,478,540,589,660,725,792,848,903,946,1012,1047,1102,1137,,,,,,,,1137,6,1143,0.54,212606
West Bengal,JAYNAGAR,136,APURBA PRAMANIK (APU),Communist Party of India (Marxist),1956,2532,3790,5000,5987,6910,8907,9998,10779,11300,12246,12687,13531,14125,15237,15831,17905,18095,,,,,,,,,,,18095,56,18151,8.28,219107
West Bengal,JAYNAGAR,136,ALOKE HALDER,Bharatiya Janata Party,3945,11052,16941,22396,26424,31449,33727,37469,43109,49392,54210,60130,64034,69791,73563,79481,80728,81254,,,,,,,,,,,81254,590,81844,37.35,219107
West Bengal,JAYNAGAR,136,TAPAS KUMAR BAIDYA,Indian National Congress,70,143,200,273,563,695,797,1007,1220,1291,1338,1384,1421,1468,1535,1586,1626,1630,,,,,,,,,,,1630,14,1644,0.75,219107
West Bengal,JAYNAGAR,136,BISWANATH DAS,All India Trinamool Congress,6779,11059,18040,24389,31762,37981,46152,52383,56092,60329,66546,71031,77403,83945,90315,97097,106505,107742,,,,,,,,,,,107742,452,108194,49.38,219107
West Bengal,JAYNAGAR,136,SANKAR DEB MONDAL,Bahujan Samaj Party,61,87,140,175,209,239,290,326,351,375,419,444,471,526,559,591,621,628,,,,,,,,,,,628,1,629,0.29,219107
West Bengal,JAYNAGAR,136,NIRANJAN NASKAR,Socialist Unity Centre Of India (COMMUNIST),297,442,566,780,895,1010,1255,1409,1857,2016,2098,2209,2422,2491,2616,2703,2770,2789,,,,,,,,,,,2789,29,2818,1.29,219107
West Bengal,JAYNAGAR,136,RUPA SARDER,Mulnibasi Party of India,20,40,53,68,81,87,108,122,129,144,155,168,181,192,204,212,222,224,,,,,,,,,,,224,2,226,0.1,219107
West Bengal,JAYNAGAR,136,SANJIB MONDAL,Aam Janata Unnayan party,22,31,69,82,89,102,110,114,121,128,140,153,163,174,192,205,214,215,,,,,,,,,,,215,1,216,0.1,219107
West Bengal,JAYNAGAR,136,DINESH DAS,Independent,30,55,92,133,170,189,213,226,247,270,390,477,505,535,546,573,593,599,,,,,,,,,,,599,2,601,0.27,219107
West Bengal,JAYNAGAR,136,PIJUSH MONDAL,Independent,30,59,87,110,132,155,182,205,221,239,261,279,305,327,349,370,382,383,,,,,,,,,,,383,0,383,0.17,219107
West Bengal,JAYNAGAR,136,BIDHAN CHANDRA MALIK,Independent,160,283,466,567,736,904,1097,1236,1299,1387,1514,1619,1785,1942,2061,2242,2393,2408,,,,,,,,,,,2408,3,2411,1.1,219107
West Bengal,JAYNAGAR,136,RAM KUMAR,Independent,16,43,59,82,107,125,147,160,175,191,204,224,240,260,292,307,319,324,,,,,,,,,,,324,0,324,0.15,219107
West Bengal,JAYNAGAR,136,SUBHASISH HALDER,Independent,44,97,145,192,247,311,352,401,426,465,508,551,587,624,664,711,752,762,,,,,,,,,,,762,1,763,0.35,219107
West Bengal,JAYNAGAR,136,NOTA,None of the Above,76,131,202,246,309,370,428,472,553,595,632,672,709,754,790,844,892,895,,,,,,,,,,,895,8,903,0.41,219107
West Bengal,JHARGRAM,222,ARJUN KUMAR MAHATA,Communist Party of India (Marxist),258,420,634,1118,1377,1566,1912,2113,2472,2869,3184,3428,3539,4009,4352,4767,5354,5777,5859,6141,6412,6425,6449,6466,,,,,6466,138,6604,2.99,220940
West Bengal,JHARGRAM,222,PRASENJIT DE,Indian National Congress,45,97,141,195,272,326,385,432,475,531,578,631,671,790,968,1070,1174,1263,1324,1375,1428,1430,1442,1453,,,,,1453,53,1506,0.68,220940
West Bengal,JHARGRAM,222,MONGAL SAREN,All India Trinamool Congress,4180,8303,13146,17555,21882,26705,31212,35607,39187,43460,47452,50734,54270,57931,61641,65039,68231,71524,75175,78741,80881,81102,81320,81697,,,,,81697,1033,82730,37.44,220940
West Bengal,JHARGRAM,222,LAKSHMI KANTA SAU,Bharatiya Janata Party,5156,11175,17639,24016,29882,35716,41600,47025,52404,58620,64420,69650,74198,79708,85138,90587,95834,101720,107540,114220,117748,118193,118647,119065,,,,,119065,1812,120877,54.71,220940
West Bengal,JHARGRAM,222,SUNDAR MOHAN MURMU,Bahujan Samaj Party,64,144,226,297,378,462,530,610,681,752,821,881,945,1005,1035,1081,1115,1173,1248,1308,1329,1335,1339,1344,,,,,1344,12,1356,0.61,220940
West Bengal,JHARGRAM,222,JOYRAM CHALAK,Amra Bangalee,20,35,44,63,78,93,105,129,152,193,214,232,250,270,277,291,302,326,342,373,377,379,380,381,,,,,381,4,385,0.17,220940
West Bengal,JHARGRAM,222,SUBHAS CHANDRA SINGHA,Socialist Unity Centre Of India (COMMUNIST),66,92,115,132,142,170,183,206,237,250,318,353,364,385,393,409,441,460,492,516,522,524,525,525,,,,,525,5,530,0.24,220940
West Bengal,JHARGRAM,222,ABHIJIT SINGHA,Independent,39,80,99,127,158,211,242,289,321,368,405,437,461,482,497,526,540,566,609,645,651,655,657,658,,,,,658,10,668,0.3,220940
West Bengal,JHARGRAM,222,ASHOKE MAHATA,Independent,40,102,144,192,246,326,383,435,481,544,597,643,690,739,770,797,830,866,919,974,990,996,999,1004,,,,,1004,6,1010,0.46,220940
West Bengal,JHARGRAM,222,PRABIR MANDI,Independent,52,113,161,212,265,323,385,445,489,547,583,640,697,735,757,797,831,874,919,972,984,986,988,993,,,,,993,15,1008,0.46,220940
West Bengal,JHARGRAM,222,PRABIR MAHATA,Independent,71,126,196,254,319,403,492,561,618,676,713,791,867,911,966,1009,1053,1105,1148,1201,1228,1230,1232,1235,,,,,1235,15,1250,0.57,220940
West Bengal,JHARGRAM,222,SUBHASIS KARAK,Independent,28,67,89,124,179,224,268,307,343,388,412,458,489,533,556,591,615,657,689,728,744,746,748,751,,,,,751,3,754,0.34,220940
West Bengal,JHARGRAM,222,NOTA,None of the Above,127,237,326,437,563,680,829,941,1067,1168,1241,1336,1451,1571,1679,1770,1881,2006,2081,2165,2217,2224,2229,2240,,,,,2240,22,2262,1.02,220940
West Bengal,JORASANKO,165,BHARATRAM TEWARI,Communist Party of India (Marxist),34,126,181,357,578,914,1300,1605,1814,2223,2492,2809,2955,3028,3384,3772,3935,3965,3985,4018,4063,4071,,,,,,,4071,37,4108,3.84,106847
West Bengal,JORASANKO,165,DEEPAK SINGH,Indian National Congress,26,55,76,122,160,213,251,315,414,480,549,605,651,718,817,900,954,979,1008,1057,1098,1098,,,,,,,1098,13,1111,1.04,106847
West Bengal,JORASANKO,165,VIJAY OJHA,Bharatiya Janata Party,3272,7121,10076,13130,15933,19137,22549,26134,27146,29760,33177,36422,37799,39182,41782,43885,46588,48221,50850,52346,52435,52653,,,,,,,52653,215,52868,49.48,106847
West Bengal,JORASANKO,165,VIJAY UPADHYAY,All India Trinamool Congress,735,1673,2421,3697,5215,7056,8665,10644,15819,17561,18880,20606,24829,29070,31883,33617,34966,37181,38722,42302,46842,46874,,,,,,,46874,197,47071,44.05,106847
West Bengal,JORASANKO,165,ANSUMAN MITRA,Socialist Unity Centre Of India (COMMUNIST),5,10,13,19,29,49,64,85,99,115,130,155,170,185,216,248,258,263,267,278,287,287,,,,,,,287,1,288,0.27,106847
West Bengal,JORASANKO,165,BIJOY GHORAI,Independent,2,4,7,10,12,19,22,25,27,32,33,37,40,46,51,54,56,58,61,62,65,65,,,,,,,65,0,65,0.06,106847
West Bengal,JORASANKO,165,BIJOY OJHA,Independent,7,12,17,22,27,34,40,48,53,58,65,66,66,72,74,78,81,84,87,93,93,93,,,,,,,93,1,94,0.09,106847
West Bengal,JORASANKO,165,HARIRAM SINGH,Independent,0,0,1,3,4,6,10,14,17,19,19,25,31,34,36,36,36,36,38,38,40,40,,,,,,,40,1,41,0.04,106847
West Bengal,JORASANKO,165,LAKSHMI PRASAD,Independent,2,6,6,9,16,21,21,28,31,35,41,52,54,62,75,79,84,89,90,94,94,94,,,,,,,94,0,94,0.09,106847
West Bengal,JORASANKO,165,PAWAN KUMAR SHARMA,Independent,1,11,23,27,36,47,51,68,91,107,113,123,149,178,204,210,216,225,229,239,247,247,,,,,,,247,1,248,0.23,106847
West Bengal,JORASANKO,165,PRADEEP KUMAR SARAFF,Independent,2,5,10,19,26,30,37,49,57,61,67,80,89,96,98,102,104,112,117,124,125,125,,,,,,,125,0,125,0.12,106847
West Bengal,JORASANKO,165,PRITAM SINGH,Independent,1,4,4,6,8,10,10,18,23,25,30,37,41,47,50,52,55,57,57,58,61,61,,,,,,,61,1,62,0.06,106847
West Bengal,JORASANKO,165,NOTA,None of the Above,28,47,65,105,148,195,246,284,326,358,388,425,451,480,524,565,598,615,635,646,665,665,,,,,,,665,7,672,0.63,106847
West Bengal,JOYPUR,241,ARJUN MAHATO,All India Trinamool Congress,4898,8845,12954,16815,20050,24142,27832,31585,35867,38562,42756,46647,50273,53430,57136,60291,62706,65346,68398,71954,75018,79808,81888,82013,,,,,82013,437,82450,35.36,233203
West Bengal,JOYPUR,241,DHIRENDRANATH MAHATO,All India Forward Bloc,102,330,512,761,892,1010,1177,1338,1501,1801,2123,2383,2535,3811,3984,4204,4581,4869,5042,5358,5601,5695,5730,5736,,,,,5736,69,5805,2.49,233203
West Bengal,JOYPUR,241,PHANIBHUSHAN KUMAR,Indian National Congress,177,390,577,1071,1423,1568,2029,2424,3176,4138,5476,7169,9127,10450,13708,15413,16961,18777,20721,21674,22614,22920,23009,23117,,,,,23117,146,23263,9.98,233203
West Bengal,JOYPUR,241,BISWAJIT MAHATO,Bharatiya Janata Party,3594,8042,12915,17805,22781,27993,33710,38593,43628,49153,53320,57268,60462,64361,67322,71538,76664,81008,86044,90641,95731,101416,103529,103904,,,,,103904,764,104668,44.88,233203
West Bengal,JOYPUR,241,DIBYAJOTI SINGH DEO,Jharkhand Loktantrik Krantikari Morcha,354,668,1155,1794,3344,3942,4406,5030,5553,5840,6114,6311,6497,6713,7051,7336,7453,7746,8065,8544,8795,9024,9093,9105,,,,,9105,47,9152,3.92,233203
West Bengal,JOYPUR,241,SHAKTI PADA GORAIN,Amra Bangalee,17,45,140,183,219,241,273,296,318,344,482,600,623,639,660,680,712,735,752,789,814,829,837,840,,,,,840,9,849,0.36,233203
West Bengal,JOYPUR,241,SUPHAL CHANDRA KUMAR,Socialist Unity Centre Of India (COMMUNIST),25,52,88,121,196,235,284,306,330,359,391,410,429,452,478,513,658,698,746,789,914,971,983,984,,,,,984,2,986,0.42,233203
West Bengal,JOYPUR,241,ANIMESH MAHATO,Independent,24,58,93,131,164,205,285,323,351,397,435,473,494,521,548,581,618,656,688,732,776,802,817,818,,,,,818,1,819,0.35,233203
West Bengal,JOYPUR,241,ASHOK KUMAR MURMU,Independent,35,133,200,272,301,322,346,357,383,438,514,688,753,886,936,966,1010,1030,1060,1106,1139,1158,1167,1169,,,,,1169,16,1185,0.51,233203
West Bengal,JOYPUR,241,JOYRAM MURMU,Independent,24,54,92,119,159,194,221,241,263,290,331,382,418,463,485,510,566,598,629,675,735,762,777,782,,,,,782,5,787,0.34,233203
West Bengal,JOYPUR,241,NOTA,None of the Above,139,284,463,604,787,936,1044,1148,1276,1426,1604,1764,1877,2011,2149,2298,2480,2578,2698,2867,3051,3164,3224,3233,,,,,3233,6,3239,1.39,233203
West Bengal,KAKDWIP,131,DIPANKAR JANA,Bharatiya Janata Party,3331,9427,14083,19117,24292,29670,36647,41929,48314,54542,60823,66397,71349,75147,77746,82164,86358,90830,95875,100321,105469,108774,,,,,,,108774,599,109373,47.29,231303
West Bengal,KAKDWIP,131,NARAYAN DAS,Communist Party of India (Marxist),1534,2200,3194,3669,4024,4366,4648,4893,5242,5465,5712,5852,6011,6790,9377,9773,10190,10314,11036,11846,11970,12074,,,,,,,12074,55,12129,5.24,231303
West Bengal,KAKDWIP,131,NASIR UDDIN AHAMED,Indian National Congress,116,165,217,259,293,340,407,464,496,526,567,626,674,773,914,963,1006,1059,1108,1186,1223,1248,,,,,,,1248,8,1256,0.54,231303
West Bengal,KAKDWIP,131,PARBATI BHUNIA,Bahujan Samaj Party,27,50,74,90,115,132,157,172,193,213,227,239,260,278,313,337,367,393,421,444,460,470,,,,,,,470,3,473,0.2,231303
West Bengal,KAKDWIP,131,MANTURAM PAKHIRA,All India Trinamool Congress,6033,10431,15565,21066,26685,31803,36425,40277,44169,47990,51941,55808,59927,65376,72422,77707,83606,88352,92472,97043,101417,104005,,,,,,,104005,608,104613,45.23,231303
West Bengal,KAKDWIP,131,JHANTU MAITI,Socialist Unity Centre Of India (COMMUNIST),22,49,76,109,139,160,200,219,243,268,286,324,359,388,431,457,484,514,540,563,590,609,,,,,,,609,1,610,0.26,231303
West Bengal,KAKDWIP,131,BIMALENDU SHEE,Jan Sangh Party,25,40,55,77,90,99,105,114,122,127,136,138,143,156,185,190,208,214,221,233,237,241,,,,,,,241,4,245,0.11,231303
West Bengal,KAKDWIP,131,HASIBUL ISLAM MIR,Aam Janata Unnayan party,40,76,112,163,204,244,273,293,324,343,372,390,408,424,448,472,493,502,516,527,536,551,,,,,,,551,0,551,0.24,231303
West Bengal,KAKDWIP,131,DIPANKAR JANA,Independent,16,30,49,63,82,99,115,118,132,145,154,167,181,194,209,224,236,242,248,257,263,270,,,,,,,270,1,271,0.12,231303
West Bengal,KAKDWIP,131,FAYJUDDIN LASKAR,Independent,20,31,40,42,48,60,69,76,81,89,95,99,112,117,135,139,143,152,164,171,179,182,,,,,,,182,3,185,0.08,231303
West Bengal,KAKDWIP,131,SOUVIK GHOSH,Independent,24,49,88,104,130,156,177,190,207,223,243,257,277,296,325,344,362,372,393,409,420,429,,,,,,,429,3,432,0.19,231303
West Bengal,KAKDWIP,131,NOTA,None of the Above,71,158,237,287,338,387,461,505,568,615,682,734,785,834,881,930,977,1026,1063,1093,1127,1149,,,,,,,1149,16,1165,0.5,231303
West Bengal,KALCHINI,11,ANJAN CHIK BARAIK,Indian National Congress,94,193,311,529,651,783,945,1077,1269,1387,1519,1624,1758,1929,2298,2660,2756,2893,2996,3066,3155,3160,3163,,,,,,3163,23,3186,1.57,202607
West Bengal,KALCHINI,11,BIRENDRA BARA (ORAON),All India Trinamool Congress,4758,8917,11641,14051,16581,19647,23210,26685,30392,34711,37350,40760,44577,49133,54568,59465,62549,66365,70942,74470,75872,76156,76418,,,,,,76418,498,76916,37.96,202607
West Bengal,KALCHINI,11,BISHAL LAMA,Bharatiya Janata Party,4639,9866,17610,23266,30232,36358,41978,47242,52653,58235,63317,69038,75628,81788,86274,91488,98367,101823,105878,111201,113244,113549,113928,,,,,,113928,831,114759,56.64,202607
West Bengal,KALCHINI,11,ARJUN INDWAR,Mulnibasi Party of India,31,71,112,157,231,293,356,428,515,567,636,699,755,843,912,986,1023,1064,1122,1182,1216,1218,1222,,,,,,1222,5,1227,0.61,202607
West Bengal,KALCHINI,11,PASSANG SHERPA,Revolutionary Socialist Party,74,198,274,332,399,445,525,629,789,886,987,1081,1191,1314,1412,1516,1688,1840,2046,2300,2364,2370,2380,,,,,,2380,25,2405,1.19,202607
West Bengal,KALCHINI,11,NARAYAN LAMA,Independent,26,47,75,112,179,257,329,394,477,532,588,635,709,806,865,927,951,996,1022,1056,1085,1086,1086,,,,,,1086,6,1092,0.54,202607
West Bengal,KALCHINI,11,RANAJIT RABHA,Independent,31,77,120,146,202,267,327,397,483,559,621,672,750,829,913,993,1022,1082,1138,1190,1221,1223,1227,,,,,,1227,0,1227,0.61,202607
West Bengal,KALCHINI,11,NOTA,None of the Above,41,91,167,255,348,451,548,638,778,858,948,1031,1119,1246,1340,1431,1505,1592,1655,1717,1779,1779,1784,,,,,,1784,11,1795,0.89,202607
West Bengal,KALIAGANJ,34,UTPAL BRAHMACHARO,Bharatiya Janata Party,10433,21527,33384,45675,56458,67571,76886,86706,96333,104150,113832,125630,136695,147410,155052,155584,156111,156632,156919,,,,,,,,,,156919,1430,158349,61.32,258225
West Bengal,KALIAGANJ,34,GIRIDHARI PRAMANIK,Indian National Congress,217,462,650,836,1140,1523,1759,2063,2628,3072,3457,3845,4134,4389,4655,4667,4670,4675,4707,,,,,,,,,,4707,40,4747,1.84,258225
West Bengal,KALIAGANJ,34,NITAI BAISHYA,All India Trinamool Congress,4734,10122,13989,16848,20841,25966,33233,38774,45893,54957,59923,64709,70938,76842,79780,79999,80180,80590,81355,,,,,,,,,,81355,569,81924,31.73,258225
West Bengal,KALIAGANJ,34,BASUDEB DEBSHARMA,Bahujan Samaj Party,42,73,103,118,158,208,261,308,380,444,488,553,609,651,688,689,689,693,697,,,,,,,,,,697,1,698,0.27,258225
West Bengal,KALIAGANJ,34,HIRU ROY SARKAR,Communist Party of India (Marxist),219,504,921,1342,1899,2347,2873,3334,3856,4230,4724,4994,5187,5387,5573,5616,5630,5646,5661,,,,,,,,,,5661,118,5779,2.24,258225
West Bengal,KALIAGANJ,34,ANJAY DEBSARMA,Aam Janata Unnayan party,16,26,38,46,53,64,73,90,103,117,134,149,163,176,183,183,183,184,184,,,,,,,,,,184,6,190,0.07,258225
West Bengal,KALIAGANJ,34,DHULESH SARKAR,Socialist Unity Centre Of India (COMMUNIST),8,17,26,38,49,61,71,77,82,91,97,105,108,116,125,126,126,126,126,,,,,,,,,,126,1,127,0.05,258225
West Bengal,KALIAGANJ,34,AJAY CHOUHAN,Independent,3,17,22,32,41,51,56,60,68,76,83,89,99,106,110,110,110,110,112,,,,,,,,,,112,4,116,0.04,258225
West Bengal,KALIAGANJ,34,UTTAM BARMAN,Independent,9,15,18,30,38,52,68,72,80,92,104,111,120,125,131,132,132,132,132,,,,,,,,,,132,1,133,0.05,258225
West Bengal,KALIAGANJ,34,DHARANIKANTA SARKAR,Independent,59,95,125,145,190,243,302,363,422,469,537,581,618,661,691,693,694,697,703,,,,,,,,,,703,5,708,0.27,258225
West Bengal,KALIAGANJ,34,PANNA CHOWHAN,Independent,37,60,82,109,129,157,184,213,238,278,308,339,360,393,402,402,403,403,405,,,,,,,,,,405,0,405,0.16,258225
West Bengal,KALIAGANJ,34,MINTU BARMAN,Independent,116,197,258,328,399,494,580,683,781,905,987,1059,1136,1229,1278,1278,1279,1284,1293,,,,,,,,,,1293,0,1293,0.5,258225
West Bengal,KALIAGANJ,34,SANJIB ROY,Independent,53,102,140,173,203,281,325,391,456,499,552,598,654,714,751,753,755,760,762,,,,,,,,,,762,1,763,0.3,258225
West Bengal,KALIAGANJ,34,NOTA,None of the Above,221,448,670,896,1071,1307,1465,1723,1929,2092,2275,2468,2659,2807,2936,2941,2945,2965,2978,,,,,,,,,,2978,15,2993,1.16,258225
West Bengal,KALIGANJ,80,ALIFA AHMED,All India Trinamool Congress,5675,11562,18869,24806,31778,36221,41661,47255,54323,63913,71853,78009,82937,87983,88352,88457,,,,,,,,,,,,,88457,835,89292,40.77,219023
West Bengal,KALIGANJ,80,BAPAN GHOSH,Bharatiya Janata Party,4036,10563,13101,17138,19684,29070,34581,42336,46875,48170,52870,60584,68320,76863,77933,78358,,,,,,,,,,,,,78358,762,79120,36.12,219023
West Bengal,KALIGANJ,80,SABINA IYASMIN SEKH,Communist Party of India (Marxist),1645,4413,7212,8847,10849,11818,13069,14088,16263,17817,19510,20458,21599,22619,22641,22660,,,,,,,,,,,,,22660,146,22806,10.41,219023
West Bengal,KALIGANJ,80,SUBRATA SHEKHAR BISWAS,Bahujan Samaj Party,38,82,105,141,194,235,274,320,372,418,456,486,516,538,539,539,,,,,,,,,,,,,539,8,547,0.25,219023
West Bengal,KALIGANJ,80,SHAIKH KABIL UDDIN,Indian National Congress,359,496,914,1244,1781,2007,2399,2769,3001,3429,3650,3892,4072,4224,4230,4238,,,,,,,,,,,,,4238,29,4267,1.95,219023
West Bengal,KALIGANJ,80,ARIKH AKHER,Indian Union Muslim League,43,64,125,185,265,342,388,503,593,994,1055,1094,1153,1165,1165,1165,,,,,,,,,,,,,1165,2,1167,0.53,219023
West Bengal,KALIGANJ,80,KECHHABUDDIN SEKH,Aam Janata Unnayan party,2625,3524,4625,6444,9614,10401,11880,12171,12726,14368,15277,15749,16091,16157,16158,16158,,,,,,,,,,,,,16158,64,16222,7.41,219023
West Bengal,KALIGANJ,80,MOHIUDDIN MONDAL,Socialist Unity Centre Of India (COMMUNIST),115,160,248,353,571,635,778,918,1012,1192,1252,1282,1324,1391,1392,1392,,,,,,,,,,,,,1392,14,1406,0.64,219023
West Bengal,KALIGANJ,80,BAPAN GHOSH,Independent,25,72,101,133,164,223,252,289,330,363,406,447,512,557,557,557,,,,,,,,,,,,,557,4,561,0.26,219023
West Bengal,KALIGANJ,80,SUMIT GHOSH,Independent,67,132,182,266,354,562,648,777,836,875,1007,1167,1337,1509,1525,1530,,,,,,,,,,,,,1530,0,1530,0.7,219023
West Bengal,KALIGANJ,80,NOTA,None of the Above,125,264,383,521,657,835,969,1110,1267,1437,1608,1762,1919,2093,2101,2103,,,,,,,,,,,,,2103,2,2105,0.96,219023
West Bengal,KALIMPONG,22,BHARAT KUMAR CHETRI,Bharatiya Janata Party,5927,12329,19939,27729,36922,44489,51532,60392,67152,74180,80057,83154,,,,,,,,,,,,,,,,,83154,1136,84290,49.74,169477
West Bengal,KALIMPONG,22,RITA THAPA,Communist Party of India (Marxist),86,179,249,326,420,520,600,675,754,817,863,887,,,,,,,,,,,,,,,,,887,24,911,0.54,169477
West Bengal,KALIMPONG,22,SANTA KUMAR PRADHAN,Indian National Congress,181,313,453,655,921,1080,1217,1381,1503,1602,1707,1756,,,,,,,,,,,,,,,,,1756,53,1809,1.07,169477
West Bengal,KALIMPONG,22,RUDEN SADA LEPCHA,Bharatiya Gorkha Prajatantrik Morcha,6384,12228,18821,23524,28254,34179,40839,47170,52073,56385,60526,62220,,,,,,,,,,,,,,,,,62220,606,62826,37.07,169477
West Bengal,KALIMPONG,22,SISIR KUMAR SHARMA,Akhil Bharatiya Gorkha League,200,371,568,695,903,1113,1303,1498,1633,1749,1877,1948,,,,,,,,,,,,,,,,,1948,13,1961,1.16,169477
West Bengal,KALIMPONG,22,ALDRIN LEPCHA,Independent,124,359,507,600,741,887,1016,1145,1218,1276,1324,1350,,,,,,,,,,,,,,,,,1350,39,1389,0.82,169477
West Bengal,KALIMPONG,22,BHERNONE BRITTO LEPCHA,Independent,2084,3254,4212,5600,7194,9221,10088,11490,12369,13341,13833,14068,,,,,,,,,,,,,,,,,14068,163,14231,8.4,169477
West Bengal,KALIMPONG,22,NOTA,None of the Above,210,397,593,744,961,1151,1338,1527,1670,1844,1977,2046,,,,,,,,,,,,,,,,,2046,14,2060,1.22,169477
West Bengal,KALNA,264,AMAL KUMAR SAHA,Indian National Congress,106,244,394,519,821,938,1054,1129,1303,1441,1546,1683,1809,1888,2037,2157,2304,2398,2472,2537,2543,,,,,,,,2543,20,2563,1.2,213233
West Bengal,KALNA,264,DEBO PRASAD BAG (POLTU),All India Trinamool Congress,4194,8777,13663,18714,24546,27441,33103,35484,39443,44234,47683,52646,58430,62783,65599,68916,72433,75500,79162,81404,81631,,,,,,,,81631,529,82160,38.53,213233
West Bengal,KALNA,264,SHARMISTHA NAG SAHA,Communist Party of India (Marxist),969,2067,2918,3623,4346,4915,5709,6039,6889,7751,8489,9366,9878,10321,10785,11491,12374,12789,13238,13547,13571,,,,,,,,13571,213,13784,6.46,213233
West Bengal,KALNA,264,SIDDHARTHA MAJUMDAR,Bharatiya Janata Party,5572,9574,13919,19361,24721,32640,36643,44075,48684,52620,57994,63444,68611,73968,80186,85899,91576,98352,105073,109485,109908,,,,,,,,109908,882,110790,51.96,213233
West Bengal,KALNA,264,NILRATAN BISWAS,Socialist Unity Centre Of India (COMMUNIST),59,90,134,190,248,343,386,466,522,559,616,679,745,805,871,927,971,1036,1112,1168,1176,,,,,,,,1176,4,1180,0.55,213233
West Bengal,KALNA,264,ANAY SAHA,Independent,31,49,70,88,110,128,144,169,190,212,231,263,285,306,335,372,403,429,450,467,471,,,,,,,,471,5,476,0.22,213233
West Bengal,KALNA,264,SUBRATA MONDAL,Independent,51,87,133,174,244,270,332,378,428,475,515,574,633,689,731,780,815,867,917,938,946,,,,,,,,946,1,947,0.44,213233
West Bengal,KALNA,264,NOTA,None of the Above,79,142,187,304,364,431,486,559,635,682,739,829,892,946,1017,1094,1169,1228,1283,1315,1318,,,,,,,,1318,15,1333,0.63,213233
West Bengal,KALYANI,92,DR. ATINDRA NATH MONDAL,All India Trinamool Congress,3952,7568,11267,15817,19242,23047,26555,31621,35546,39061,43050,46167,49155,51669,54859,57716,60163,63843,67655,71955,75365,78809,79160,,,,,,79160,517,79677,36.97,215506
West Bengal,KALYANI,92,ANUPAM BISWAS,Bharatiya Janata Party,5761,11606,17919,21966,27450,31936,37695,41955,45943,51284,55810,61964,67499,71860,77078,82635,87787,93110,98513,103944,108697,112521,113368,,,,,,113368,1101,114469,53.12,215506
West Bengal,KALYANI,92,ASIMANANDA MAJUMDER,Indian National Congress,31,108,192,301,370,437,497,563,612,631,674,725,750,818,897,991,1073,1158,1241,1302,1362,1417,1436,,,,,,1436,17,1453,0.67,215506
West Bengal,KALYANI,92,RAMKRISHNA BARAI,Bahujan Samaj Party,32,86,106,137,165,206,237,253,282,353,370,419,458,488,513,543,568,605,625,636,655,669,680,,,,,,680,12,692,0.32,215506
West Bengal,KALYANI,92,SABUJ DAS,Communist Party of India (Marxist),263,844,1529,2429,2793,3247,3695,4487,5089,5469,5852,6321,6663,7581,8654,9378,10445,11033,12044,12878,13765,14748,14799,,,,,,14799,238,15037,6.98,215506
West Bengal,KALYANI,92,PRANKRISHNA BISWAS (BABU),Socialist Unity Centre Of India (COMMUNIST),14,25,35,44,53,64,71,84,88,97,104,121,136,142,152,166,178,186,205,210,229,265,266,,,,,,266,1,267,0.12,215506
West Bengal,KALYANI,92,ANUPAM BISWAS,Independent,9,30,47,62,77,95,109,126,147,157,172,183,191,201,216,242,258,267,282,292,305,316,316,,,,,,316,4,320,0.15,215506
West Bengal,KALYANI,92,PULAK ADHIKARY,Independent,34,59,88,103,123,143,166,185,216,241,263,284,310,313,323,355,368,394,413,427,439,446,453,,,,,,453,7,460,0.21,215506
West Bengal,KALYANI,92,BISHWAJIT DAS,Independent,8,15,27,41,57,70,92,105,117,131,146,165,181,186,198,221,237,261,286,301,322,332,336,,,,,,336,2,338,0.16,215506
West Bengal,KALYANI,92,SUBRATA DAS,Independent,37,67,94,126,173,213,262,295,326,362,408,451,512,524,544,623,643,693,746,771,813,847,853,,,,,,853,1,854,0.4,215506
West Bengal,KALYANI,92,NOTA,None of the Above,81,175,265,354,424,526,615,700,761,837,927,1009,1083,1150,1253,1349,1436,1538,1641,1719,1819,1911,1924,,,,,,1924,15,1939,0.9,215506
West Bengal,KAMARHATI,112,ARUP CHOUDHURY (PULAK),Bharatiya Janata Party,2273,8653,15566,17341,20367,27171,33237,39616,46387,52723,58661,,,,,,,,,,,,,,,,,,58661,510,59171,39.91,148272
West Bengal,KAMARHATI,112,KALLOL MUKHERJEE,Indian National Congress,79,200,294,377,504,631,804,922,1051,1234,1335,,,,,,,,,,,,,,,,,,1335,10,1345,0.91,148272
West Bengal,KAMARHATI,112,MADAN MITRA,All India Trinamool Congress,10110,14001,18430,27253,37019,42872,47017,51088,55237,60633,64494,,,,,,,,,,,,,,,,,,64494,323,64817,43.71,148272
