state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,MANAS,41,NABA KUMAR SARANIA,Gana Suraksha Party,224,260,481,579,608,695,838,925,1002,1059,1112,1202,1270,1306,1351,1418,1485,1548,1570,,,,,,,,,,,,,,,1570,21,1591,0.9,176761
Assam,MANAS,41,PINTU GHOSH,Bharatiya Gana Parishad,42,53,95,138,156,191,236,267,305,336,381,425,448,483,501,534,606,657,682,,,,,,,,,,,,,,,682,8,690,0.39,176761
Assam,MANAS,41,KHANDAKAR ABDUL KADDUS,Independent,49,89,153,210,253,323,422,466,528,595,666,745,836,927,968,1033,1101,1150,1183,,,,,,,,,,,,,,,1183,3,1186,0.67,176761
Assam,MANAS,41,NIKUNJA DAS,Independent,264,358,478,591,674,750,852,938,1048,1142,1233,1309,1379,1472,1527,1614,1709,1783,1826,,,,,,,,,,,,,,,1826,29,1855,1.05,176761
Assam,MANAS,41,LAKSHAN GOYARI,Independent,72,141,212,290,373,505,628,699,792,881,971,1060,1108,1166,1221,1289,1369,1426,1458,,,,,,,,,,,,,,,1458,3,1461,0.83,176761
Assam,MANAS,41,NOTA,None of the Above,111,181,367,507,615,738,912,1048,1160,1284,1343,1450,1522,1581,1646,1725,1825,1959,2012,,,,,,,,,,,,,,,2012,22,2034,1.15,176761
Assam,MANDIA,22,ABDUL KHALEQUE,Indian National Congress,6447,12156,17549,21299,25450,28183,31933,34497,37921,44012,50647,56353,60904,65532,70089,73470,76241,78225,80960,82563,83634,84951,85422,85546,85705,,,,,,,,,85705,214,85919,32.61,263456
Assam,MANDIA,22,BADAL CHANDRA ARJYA,Bharatiya Janata Party,141,348,530,746,1592,3495,3745,4063,4419,4847,5212,5449,5664,5835,6123,6555,7018,7374,7615,7847,9125,9686,9701,9711,9758,,,,,,,,,9758,43,9801,3.72,263456
Assam,MANDIA,22,RAFIQUL ISLAM,All India United Democratic Front,3206,7978,12225,14464,16192,17599,19245,21150,24441,27739,29383,31937,34542,37998,39885,42275,43665,44774,46788,47494,48087,48582,49009,49019,49081,,,,,,,,,49081,93,49174,18.66,263456
Assam,MANDIA,22,SHERMAN ALI AHMED,All India Trinamool Congress,1398,2947,4045,9548,14951,20628,26962,32617,37558,40511,43797,47511,52283,56267,60356,66095,72311,81110,86834,94241,103404,112311,112401,113026,113144,,,,,,,,,113144,336,113480,43.07,263456
Assam,MANDIA,22,SALIM KHAN,Independent,38,58,70,148,216,291,386,454,518,564,593,648,708,767,830,920,998,1134,1221,1318,1449,1562,1564,1571,1574,,,,,,,,,1574,1,1575,0.6,263456
Assam,MANDIA,22,FARUK KHAN,Independent,38,72,125,193,256,337,437,505,537,566,611,676,734,796,870,923,978,1097,1176,1242,1333,1403,1406,1410,1413,,,,,,,,,1413,5,1418,0.54,263456
Assam,MANDIA,22,SANTANU MUKHERJEE,Independent,20,44,58,104,143,211,258,306,349,373,398,435,476,514,546,577,627,688,722,765,817,858,859,860,861,,,,,,,,,861,3,864,0.33,263456
Assam,MANDIA,22,NOTA,None of the Above,50,85,126,183,249,330,393,454,494,543,574,630,680,742,802,843,896,964,1026,1089,1147,1204,1219,1222,1224,,,,,,,,,1224,1,1225,0.46,263456
Assam,MANGALDAI,50,AZIZUR RAHMAN,All India United Democratic Front,191,256,383,605,842,917,989,1060,1146,1230,1306,1345,1384,1451,1574,1626,1782,1953,,,,,,,,,,,,,,,,1953,8,1961,1.07,182716
Assam,MANGALDAI,50,NILIMA DEVI,Bharatiya Janata Party,2839,9951,17883,23621,28003,34823,39635,45560,49279,55119,61819,69029,75899,83652,89309,97296,98513,98885,,,,,,,,,,,,,,,,98885,1193,100078,54.77,182716
Assam,MANGALDAI,50,RIJUMONI TALUKDAR,Indian National Congress,8946,10388,12260,16799,22212,24857,28270,31135,38575,42061,44718,46338,48113,49752,53737,55169,64794,75840,,,,,,,,,,,,,,,,75840,302,76142,41.67,182716
Assam,MANGALDAI,50,AJIT ACHARJYA,Socialist Unity Centre Of India (COMMUNIST),84,112,137,187,237,274,309,341,407,443,472,511,537,566,600,618,703,795,,,,,,,,,,,,,,,,795,1,796,0.44,182716
Assam,MANGALDAI,50,HAREKRISHNA DEKA,All India Trinamool Congress,64,131,157,209,253,319,376,451,501,541,569,624,643,678,738,768,824,902,,,,,,,,,,,,,,,,902,5,907,0.5,182716
Assam,MANGALDAI,50,PRABIN KR. DEKA,Independent,49,96,135,199,273,329,377,409,469,550,593,650,686,743,806,843,894,961,,,,,,,,,,,,,,,,961,18,979,0.54,182716
Assam,MANGALDAI,50,NOTA,None of the Above,43,126,203,267,333,439,543,678,774,925,1115,1315,1412,1513,1565,1692,1745,1817,,,,,,,,,,,,,,,,1817,36,1853,1.01,182716
Assam,MANKACHAR,11,ABDUL SALAM SHAH,All India United Democratic Front,354,1018,1678,2312,3318,5702,6831,7066,7223,7363,7548,7720,7906,8066,8174,8313,8485,8604,8749,8867,8959,9114,9211,9361,9528,9623,9725,9823,9907,9923,9935,9939,9945,9945,29,9974,3.34,298796
Assam,MANKACHAR,11,ZABED ISLAM,Asom Gana Parishad,2901,4531,7463,9645,12417,15361,18214,22047,25539,28384,31934,36759,42161,46347,50346,55402,59116,63159,67248,71125,75617,79853,84573,89403,94206,99976,105974,110440,114129,114277,114736,114984,115223,115223,667,115890,38.79,298796
Assam,MANKACHAR,11,Mohibur Rohman (Bappy),Indian National Congress,4794,11153,17219,25330,32478,37387,43569,49141,55589,63022,70822,76190,81762,88616,94428,100350,106193,111261,116099,122247,126787,132747,138501,144751,149749,152835,157114,163164,166928,167134,167708,168047,168440,168440,596,169036,56.57,298796
Assam,MANKACHAR,11,SHAHIDUR ALAM,Socialist Unity Centre Of India (COMMUNIST),38,130,162,237,281,328,355,387,433,494,543,584,619,663,694,724,758,800,852,901,979,1018,1059,1100,1139,1185,1231,1342,1419,1421,1425,1425,1427,1427,1,1428,0.48,298796
Assam,MANKACHAR,11,ZAMER ALI,Independent,28,49,63,85,104,134,148,167,182,208,228,242,262,280,301,323,342,359,382,407,440,484,502,533,546,559,586,605,619,619,619,620,620,620,1,621,0.21,298796
Assam,MANKACHAR,11,MD. MURAD HUSSAIN,Independent,33,62,90,107,129,153,184,203,217,241,269,287,312,344,372,413,447,467,494,531,563,599,626,645,677,718,741,779,794,795,795,797,797,797,0,797,0.27,298796
Assam,MANKACHAR,11,NOTA,None of the Above,41,79,117,168,202,244,275,298,346,374,411,448,476,509,528,554,586,616,646,678,720,751,794,831,864,926,989,1024,1038,1038,1040,1040,1042,1042,8,1050,0.35,298796
Assam,MARGHERITA,83,BHASKAR SHARMA,Bharatiya Janata Party,3520,6764,10798,13381,17221,20873,25984,30055,34976,38685,43316,47524,51887,55314,60383,66040,70847,75134,80861,85137,85315,86000,,,,,,,,,,,,86000,349,86349,61.72,139899
Assam,MARGHERITA,83,GARNEL MINZE,Jharkhand Mukti Morcha,989,2719,3748,5523,6501,6846,7354,7866,8505,10017,11052,12122,13276,15832,16988,17245,17666,18037,18227,19172,19177,19201,,,,,,,,,,,,19201,27,19228,13.74,139899
Assam,MARGHERITA,83,RAHUL CHETRY,Raijor Dal,1428,3120,5048,6946,8075,9689,11843,13432,15212,17009,18517,20419,21557,22044,23064,24380,26037,27763,29219,30574,30676,30908,,,,,,,,,,,,30908,124,31032,22.18,139899
Assam,MARGHERITA,83,NOTA,None of the Above,125,297,464,618,747,853,1022,1136,1278,1423,1631,1891,2067,2307,2479,2655,2792,2931,3087,3252,3255,3270,,,,,,,,,,,,3270,20,3290,2.35,139899
Assam,MARIANI,101,RUPJYOTI KURMI,Bharatiya Janata Party,4555,9634,13951,18601,22421,27597,33258,38592,43695,47776,53447,61018,66653,72731,78959,,,,,,,,,,,,,,,,,,,78959,673,79632,58.45,136231
Assam,MARIANI,101,GYANASHREE BORA,Raijor Dal,2922,6390,9945,13609,18040,21650,24949,29005,33575,38285,41654,44058,47493,50212,52112,,,,,,,,,,,,,,,,,,,52112,680,52792,38.75,136231
Assam,MARIANI,101,BIJAY MANJANI,Independent,28,68,114,141,182,255,332,403,516,562,632,930,1071,1143,1179,,,,,,,,,,,,,,,,,,,1179,9,1188,0.87,136231
Assam,MARIANI,101,SIDDHARTHA BORA,Independent,37,90,134,180,252,340,426,510,607,661,735,861,933,995,1037,,,,,,,,,,,,,,,,,,,1037,8,1045,0.77,136231
Assam,MARIANI,101,NOTA,None of the Above,63,135,186,258,305,443,556,702,815,876,989,1213,1360,1467,1557,,,,,,,,,,,,,,,,,,,1557,17,1574,1.16,136231
Assam,MAZBAT,47,CHARAN BORO,Bodoland Peoples Front,4195,9246,12389,18335,22388,28854,33561,39904,46648,52479,59696,65145,70770,76976,82760,83990,,,,,,,,,,,,,,,,,,83990,728,84718,53.48,158399
Assam,MAZBAT,47,NARAYAN ADHIKARI,Indian National Congress,287,718,1127,1992,2422,3435,3930,6273,8873,9611,10665,11525,15704,18787,22448,23467,,,,,,,,,,,,,,,,,,23467,91,23558,14.87,158399
Assam,MAZBAT,47,RABINDRA BASUMATARY,"United People's Party, Liberal",836,2718,2968,3360,3891,5025,5673,7332,8851,10845,12127,13522,14563,15879,16660,16769,,,,,,,,,,,,,,,,,,16769,134,16903,10.67,158399
Assam,MAZBAT,47,ASHOK GAYARI,Voters Party International,141,331,417,563,667,812,887,970,1079,1144,1243,1293,1395,1458,1517,1528,,,,,,,,,,,,,,,,,,1528,5,1533,0.97,158399
Assam,MAZBAT,47,PRITI REKHA BARLA,Jharkhand Mukti Morcha,4035,7257,12847,15611,19778,22029,25393,26252,26634,26736,27358,28000,28438,28670,29032,29111,,,,,,,,,,,,,,,,,,29111,61,29172,18.42,158399
Assam,MAZBAT,47,NOTA,None of the Above,209,438,675,898,1134,1345,1527,1683,1836,1929,2026,2117,2250,2375,2485,2505,,,,,,,,,,,,,,,,,,2505,10,2515,1.59,158399
Assam,MORIGAON,54,RAMA KANTA DEWRI,Bharatiya Janata Party,3961,9822,16354,20055,26329,32362,37742,43815,49801,54266,60498,64940,71449,79772,85133,91709,98768,104427,110877,116850,117033,,,,,,,,,,,,,117033,909,117942,66.53,177283
Assam,MORIGAON,54,CHENIRAM KONWAR,Republican Party of India (Athawale),125,233,327,432,514,623,744,816,929,1066,1184,1304,1404,1486,1614,1694,1826,1937,2057,2144,2158,,,,,,,,,,,,,2158,13,2171,1.22,177283
Assam,MORIGAON,54,BANI KANTA DAS,Assam Jatiya Parishad,4243,6079,7807,12350,14976,17104,20726,23443,26332,29843,31723,35826,37295,38040,40873,41926,44502,48010,50507,51729,52176,,,,,,,,,,,,,52176,277,52453,29.59,177283
Assam,MORIGAON,54,AMLESH MEDHI,Independent,84,219,279,316,377,460,523,564,619,690,777,852,922,969,1020,1048,1122,1165,1213,1236,1238,,,,,,,,,,,,,1238,10,1248,0.7,177283
Assam,MORIGAON,54,NIKHIL DEKARAJA,Independent,63,103,129,159,196,232,264,276,305,346,374,409,438,468,499,526,580,608,634,662,665,,,,,,,,,,,,,665,4,669,0.38,177283
Assam,MORIGAON,54,PRADIP BARUAH,Independent,45,96,133,174,204,248,283,317,356,394,439,465,482,509,542,576,633,682,739,766,767,,,,,,,,,,,,,767,6,773,0.44,177283
Assam,MORIGAON,54,NOTA,None of the Above,89,291,448,603,699,803,912,964,1048,1160,1275,1343,1419,1488,1563,1632,1723,1811,1911,1982,1993,,,,,,,,,,,,,1993,34,2027,1.14,177283
Assam,NADUAR,69,PADMA HAZARIKA,Bharatiya Janata Party,6726,12317,19169,24182,30334,35278,41288,46954,54854,61940,69155,75096,80560,87309,93912,100129,105845,109473,110191,,,,,,,,,,,,,,,110191,934,111125,64.55,172146
Assam,NADUAR,69,SUNIL KUMAR CHHETRI,Indian National Congress,2508,4814,7109,11420,14851,18133,20886,23318,25571,27825,29863,32088,35592,37677,39793,43681,48057,55669,57757,,,,,,,,,,,,,,,57757,452,58209,33.81,172146
Assam,NADUAR,69,NOTA,None of the Above,210,351,508,639,850,1025,1167,1289,1411,1555,1731,1880,2019,2183,2297,2466,2586,2749,2785,,,,,,,,,,,,,,,2785,27,2812,1.63,172146
Assam,NAGAON-BATADRABA,60,DURLAV CHAMUA,Indian National Congress,2030,3565,6048,12990,16820,19234,23620,24353,26703,31868,32680,35181,36107,38639,40540,44166,48946,51680,,,,,,,,,,,,,,,,51680,294,51974,30.74,169066
Assam,NAGAON-BATADRABA,60,RUPAK SARMAH,Bharatiya Janata Party,8245,15303,23022,26467,32651,39063,44945,52097,58986,62927,70225,77291,84134,89801,95363,101338,106219,112644,,,,,,,,,,,,,,,,112644,1314,113958,67.4,169066
Assam,NAGAON-BATADRABA,60,BARNALI SARMA,Socialist Unity Centre Of India (COMMUNIST),76,121,192,270,328,398,453,518,565,622,661,723,774,831,899,946,1011,1053,,,,,,,,,,,,,,,,1053,20,1073,0.63,169066
Assam,NAGAON-BATADRABA,60,NOTA,None of the Above,102,176,305,410,521,624,728,844,953,1040,1122,1271,1411,1539,1651,1754,1902,2020,,,,,,,,,,,,,,,,2020,41,2061,1.22,169066
Assam,NAHARKATIA,92,TARANGA GOGOI,Bharatiya Janata Party,5933,11564,16762,21764,28195,33882,39269,45477,51073,55824,61497,67997,75607,80490,84519,85118,85594,86136,86439,86805,87303,,,,,,,,,,,,,87303,465,87768,70.43,124613
Assam,NAHARKATIA,92,PRANATEE PHUKAN,Indian National Congress,1896,3768,5557,7355,9139,10598,12420,13695,14736,16220,17996,19422,21411,23355,24710,24823,24979,25060,25177,25326,25402,,,,,,,,,,,,,25402,84,25486,20.45,124613
Assam,NAHARKATIA,92,MOHENDRA DHADUMIA,Socialist Unity Centre Of India (COMMUNIST),61,112,177,254,330,410,486,528,587,673,730,777,853,918,957,958,960,967,970,978,982,,,,,,,,,,,,,982,5,987,0.79,124613
Assam,NAHARKATIA,92,SANJOY BAGH,Jharkhand Mukti Morcha,543,618,1170,2284,2741,3806,4492,4531,4990,6084,6489,6812,7087,7332,7509,7517,7525,7532,7537,7540,7554,,,,,,,,,,,,,7554,6,7560,6.07,124613
Assam,NAHARKATIA,92,MICHAEL KUJUR,Independent,40,61,101,151,187,241,293,308,337,394,439,511,590,642,673,677,678,683,685,686,689,,,,,,,,,,,,,689,2,691,0.55,124613
Assam,NAHARKATIA,92,NOTA,None of the Above,129,211,347,498,651,792,925,1032,1177,1344,1472,1610,1810,1932,2068,2073,2080,2085,2090,2099,2108,,,,,,,,,,,,,2108,13,2121,1.7,124613
Assam,NALBARI,39,ASHOK KUMAR SARMA,Indian National Congress,3020,4660,5881,10442,13754,17176,19875,22497,24583,28628,30987,33483,36098,39747,43171,45303,47594,50514,56062,57802,57868,58202,,,,,,,,,,,,58202,308,58510,32.05,182540
Assam,NALBARI,39,JAYANTA MALLABARUAH,Bharatiya Janata Party,6255,13807,21281,28014,32721,38413,44906,50940,57132,63050,69818,76115,82674,87821,93584,99343,105608,111360,115678,116869,117299,117656,,,,,,,,,,,,117656,955,118611,64.98,182540
Assam,NALBARI,39,KENEDI PEGU,Socialist Unity Centre Of India (COMMUNIST),53,109,169,222,259,306,368,445,487,545,604,651,712,748,796,840,901,943,973,984,984,986,,,,,,,,,,,,986,9,995,0.55,182540
Assam,NALBARI,39,SAMSUL HAQUE,Independent,52,82,104,129,138,165,182,205,233,275,306,327,346,370,393,415,431,455,464,467,467,470,,,,,,,,,,,,470,2,472,0.26,182540
Assam,NALBARI,39,SAFAR ALI,Independent,21,40,54,87,96,109,125,141,164,193,212,228,254,271,289,312,328,339,349,350,350,352,,,,,,,,,,,,352,2,354,0.19,182540
Assam,NALBARI,39,MUKTAR HUSSAIN,Independent,48,87,140,196,224,259,296,326,379,451,511,576,641,709,760,803,846,893,933,949,951,954,,,,,,,,,,,,954,0,954,0.52,182540
Assam,NALBARI,39,NOTA,None of the Above,127,233,348,442,582,739,909,1121,1294,1435,1551,1668,1835,1979,2098,2243,2377,2526,2594,2607,2608,2620,,,,,,,,,,,,2620,24,2644,1.45,182540
Assam,NAZIRA,97,DEBABRATA SAIKIA,Indian National Congress,3141,6640,10470,13661,16197,19059,21578,25145,28769,31738,34639,38041,40939,43814,46539,49075,50716,51126,,,,,,,,,,,,,,,,51126,371,51497,32.85,156768
Assam,NAZIRA,97,MAYUR BORGOHAIN,Bharatiya Janata Party,5655,11607,16770,22536,28363,34831,41030,47332,52856,58376,64001,70636,75801,80416,86279,92986,97617,97707,,,,,,,,,,,,,,,,97707,491,98198,62.64,156768
Assam,NAZIRA,97,KANAK GOGOI,Communist Party of India,120,332,484,706,1102,1249,1428,1595,1731,1840,1963,2075,2158,2237,2359,2516,2671,2672,,,,,,,,,,,,,,,,2672,19,2691,1.72,156768
Assam,NAZIRA,97,GUFRANUR ROHMAN,Independent,14,28,48,79,110,159,190,222,236,250,276,294,303,311,333,349,370,370,,,,,,,,,,,,,,,,370,1,371,0.24,156768
Assam,NAZIRA,97,JOYRAM CHARAIMURIA,Independent,16,36,62,100,126,140,192,239,261,277,292,308,321,330,356,375,391,391,,,,,,,,,,,,,,,,391,1,392,0.25,156768
Assam,NAZIRA,97,DILIP SAHU,Independent,8,25,43,55,75,125,143,175,183,195,221,239,250,268,280,291,311,311,,,,,,,,,,,,,,,,311,2,313,0.2,156768
Assam,NAZIRA,97,DILWAR HUSSAIN,Independent,18,52,81,98,126,150,175,237,286,321,372,410,436,450,482,505,532,541,,,,,,,,,,,,,,,,541,2,543,0.35,156768
Assam,NAZIRA,97,PANKAJ MAHANTA,Independent,39,85,126,195,261,318,358,484,519,587,678,729,767,831,900,960,1021,1021,,,,,,,,,,,,,,,,1021,7,1028,0.66,156768
Assam,NAZIRA,97,NOTA,None of the Above,68,193,273,351,443,536,622,843,947,1038,1158,1243,1331,1426,1556,1647,1722,1723,,,,,,,,,,,,,,,,1723,12,1735,1.11,156768
Assam,NEW GUWAHATI,35,ADITYA GOGOI,Aam Aadmi Party,72,178,282,386,475,603,746,860,974,1073,1183,1319,1433,1592,1685,1769,1781,,,,,,,,,,,,,,,,,1781,10,1791,1.28,139764
Assam,NEW GUWAHATI,35,DIPLU RANJAN SARMAH,Bharatiya Janata Party,4877,10578,16044,21471,26058,31648,37742,43420,50121,56996,62144,68788,74537,81236,85687,88847,89190,,,,,,,,,,,,,,,,,89190,446,89636,64.13,139764
Assam,NEW GUWAHATI,35,SANTANU BORA,Indian National Congress,2726,5211,7605,10502,12977,15786,18924,21645,23328,25198,27772,30254,32860,35638,39646,41434,41753,,,,,,,,,,,,,,,,,41753,215,41968,30.03,139764
Assam,NEW GUWAHATI,35,CHINMOYEE BHUYAN BARDOLOI,Gana Suraksha Party,57,139,209,277,324,423,492,565,631,704,786,858,919,995,1059,1106,1110,,,,,,,,,,,,,,,,,1110,5,1115,0.8,139764
Assam,NEW GUWAHATI,35,KUSHAL KUMAR SARMAH,Independent,88,174,361,659,729,866,966,1049,1136,1221,1299,1404,1466,1564,1623,1669,1670,,,,,,,,,,,,,,,,,1670,10,1680,1.2,139764
Assam,NEW GUWAHATI,35,NOTA,None of the Above,167,383,605,810,1001,1267,1522,1757,1947,2186,2449,2669,2919,3164,3400,3535,3542,,,,,,,,,,,,,,,,,3542,32,3574,2.56,139764
Assam,NOWBOICHA,75,ACHYUT DAS,Aam Aadmi Party,97,190,275,372,430,488,545,656,735,812,878,941,988,1064,1130,1153,,,,,,,,,,,,,,,,,,1153,5,1158,0.75,153502
Assam,NOWBOICHA,75,DR. JOY PRAKASH DAS,Indian National Congress,4455,8129,12569,18229,24186,34756,41534,45509,50446,53804,58425,70355,80193,82978,85447,86537,,,,,,,,,,,,,,,,,,86537,444,86981,56.66,153502
Assam,NOWBOICHA,75,BASANTA DAS,Asom Gana Parishad,4918,10298,14558,18187,21396,21827,24917,30386,34345,40542,46298,46922,48759,53969,60130,62917,,,,,,,,,,,,,,,,,,62917,313,63230,41.19,153502
Assam,NOWBOICHA,75,BIKROM DAS,Voters Party International,82,187,260,339,385,430,508,594,663,775,852,894,925,1005,1140,1174,,,,,,,,,,,,,,,,,,1174,2,1176,0.77,153502
Assam,NOWBOICHA,75,NOTA,None of the Above,81,137,216,287,351,403,457,519,563,631,696,731,772,832,913,946,,,,,,,,,,,,,,,,,,946,11,957,0.62,153502
Assam,PAKABETBARI,25,JAKIR HUSSAIN SIKDAR,Indian National Congress,8148,15612,23182,30419,37435,45053,53796,60583,68287,74580,80383,87227,93848,100268,109409,115942,121874,129636,137096,143588,149398,155623,155839,156536,157269,,,,,,,,,157269,479,157748,60.06,262631
Assam,PAKABETBARI,25,DR. TARA PRASAD DAS,Asom Gana Parishad,771,1545,1631,1752,1858,2479,2583,2853,3489,3946,4659,4770,5683,5871,6180,6351,6563,6970,7265,7369,8800,8979,9127,9142,9162,,,,,,,,,9162,84,9246,3.52,262631
Assam,PAKABETBARI,25,MINAKSHI RAHMAN,All India United Democratic Front,2344,6191,10380,15113,18036,22430,26837,30140,32654,36983,42085,47051,51912,56544,59344,64201,70137,74119,78917,83197,86330,91197,91481,91851,92088,,,,,,,,,92088,393,92481,35.21,262631
Assam,PAKABETBARI,25,HALIMA KHATUN,Socialist Unity Centre Of India (COMMUNIST),33,64,93,116,149,173,197,226,242,276,331,358,408,436,464,508,559,599,635,668,710,742,744,745,749,,,,,,,,,749,3,752,0.29,262631
Assam,PAKABETBARI,25,SABBIR HUSSAIN PORAMANIK,Independent,46,90,138,183,225,280,326,360,406,447,477,525,587,621,675,717,747,789,836,868,910,938,941,947,948,,,,,,,,,948,2,950,0.36,262631
Assam,PAKABETBARI,25,NOTA,None of the Above,103,166,210,245,298,380,446,493,563,663,727,797,874,918,997,1050,1123,1176,1235,1316,1387,1434,1436,1441,1447,,,,,,,,,1447,7,1454,0.55,262631
Assam,PALASBARI,29,ELVIN BARUAH,Aam Aadmi Party,77,178,315,443,548,650,724,808,912,999,1094,1167,1294,1400,1556,1800,1938,2051,2159,2291,2302,2311,,,,,,,,,,,,2311,6,2317,1.24,186581
Assam,PALASBARI,29,HIMANGSHU SHEKHAR BAISHYA,Bharatiya Janata Party,6375,13334,19528,26338,31619,36711,42550,47893,51824,56728,61542,66306,73002,78342,84693,90517,94102,98831,104066,108299,108699,108856,,,,,,,,,,,,108856,445,109301,58.58,186581
Assam,PALASBARI,29,PANKAJ LOCHAN GOSWAMI,Assam Jatiya Parishad,1482,4455,7232,9290,12994,17445,20152,23168,28310,32606,36466,40098,43180,47169,49766,53121,56649,59868,62952,64687,65024,65174,,,,,,,,,,,,65174,174,65348,35.02,186581
Assam,PALASBARI,29,BIKASH NATH,All India Trinamool Congress,49,110,171,258,346,449,506,552,641,704,777,853,1199,1257,1402,1568,1720,1823,1946,2039,2049,2068,,,,,,,,,,,,2068,13,2081,1.12,186581
Assam,PALASBARI,29,JAYANTA MAHANTA,Independent,69,184,322,426,587,774,852,943,1144,1303,1427,1525,1663,1900,2058,2352,2599,2759,2942,3068,3092,3106,,,,,,,,,,,,3106,5,3111,1.67,186581
Assam,PALASBARI,29,JATIN MALI,Independent,43,120,185,274,358,468,566,650,743,881,986,1095,1257,1333,1485,1748,1929,2036,2137,2219,2231,2239,,,,,,,,,,,,2239,11,2250,1.21,186581
Assam,PALASBARI,29,NOTA,None of the Above,72,159,260,362,446,530,629,732,816,911,1007,1135,1270,1413,1524,1677,1785,1906,2033,2148,2161,2163,,,,,,,,,,,,2163,10,2173,1.16,186581
Assam,PARBATJHORA,5,ABU TAHER BEPARI,All India United Democratic Front,467,696,944,1184,1308,1417,1885,2117,2426,2676,3170,3516,3832,4255,4626,5336,5547,5556,5591,5606,,,,,,,,,,,,,,5606,35,5641,3.43,164277
Assam,PARBATJHORA,5,MD ASHRAFUL ISLAM SHEIKH,Indian National Congress,6376,10085,14550,20791,25396,30475,37119,43147,47469,50275,56502,58422,61519,63927,69159,73597,76040,76113,76564,76870,,,,,,,,,,,,,,76870,258,77128,46.95,164277
Assam,PARBATJHORA,5,AYUB HUSSAIN MONDAL,"United People's Party, Liberal",259,1234,1994,2406,2604,2797,3043,3189,3501,4371,5005,6431,6983,7665,8181,8558,8792,8793,8845,8865,,,,,,,,,,,,,,8865,55,8920,5.43,164277
Assam,PARBATJHORA,5,REZAUL KARIM,Bodoland Peoples Front,3185,5254,8741,12194,16409,21367,24584,28322,32702,38459,40681,45549,50795,56801,61508,65024,67095,67236,67373,67529,,,,,,,,,,,,,,67529,577,68106,41.46,164277
Assam,PARBATJHORA,5,AJGAR ALI MONDAL,The National Road Map Party of India,31,103,161,192,212,263,324,365,422,524,560,635,689,737,780,803,824,825,831,834,,,,,,,,,,,,,,834,1,835,0.51,164277
Assam,PARBATJHORA,5,RAJESH KUMAR BRAHMA,Rashtriya Ulama Council,17,63,99,136,162,195,231,268,305,400,432,515,608,668,696,719,735,735,739,747,,,,,,,,,,,,,,747,22,769,0.47,164277
Assam,PARBATJHORA,5,DILIP KUMAR BARMAN,Independent,42,88,158,189,220,262,305,360,415,491,524,586,635,662,683,699,722,722,727,730,,,,,,,,,,,,,,730,45,775,0.47,164277
Assam,PARBATJHORA,5,MIR HUSSAIN SARKAR,Independent,29,86,136,177,205,240,287,318,361,457,496,581,619,644,679,701,715,715,725,729,,,,,,,,,,,,,,729,1,730,0.44,164277
Assam,PARBATJHORA,5,NOTA,None of the Above,65,140,272,342,398,471,557,621,698,834,907,1036,1116,1180,1228,1285,1320,1320,1331,1343,,,,,,,,,,,,,,1343,30,1373,0.84,164277
Assam,PATHARKANDI,125,KARTIK SENA SINHA,Indian National Congress,2199,5241,7741,10018,13229,17451,20306,22766,24113,26485,28598,31207,34061,36555,39001,43454,46793,48450,50064,50476,51017,,,,,,,,,,,,,51017,320,51337,33.67,152455
Assam,PATHARKANDI,125,KRISHNENDU PAUL,Bharatiya Janata Party,7289,11777,17584,22857,27430,30394,34909,40493,46404,53281,60042,63991,68416,74046,79722,81789,85363,91208,96970,97262,97421,,,,,,,,,,,,,97421,680,98101,64.35,152455
Assam,PATHARKANDI,125,SAYNUL HAQUE,Aam Aadmi Party,31,48,73,88,112,135,163,200,231,288,333,354,376,398,435,455,475,516,539,539,543,,,,,,,,,,,,,543,0,543,0.36,152455
Assam,PATHARKANDI,125,BIJIT KUMAR SINHA,Socialist Unity Centre Of India (COMMUNIST),9,13,17,20,24,29,33,39,41,51,72,75,81,94,105,108,118,123,128,129,131,,,,,,,,,,,,,131,0,131,0.09,152455
Assam,PATHARKANDI,125,BIJU PAUL,All India Forward Bloc,7,16,26,32,35,43,50,57,62,76,85,93,96,107,120,124,132,136,144,144,145,,,,,,,,,,,,,145,2,147,0.1,152455
Assam,PATHARKANDI,125,CHANDAN GOWALA,Independent,4,9,12,15,16,20,30,35,39,50,56,60,67,71,83,90,97,101,108,109,110,,,,,,,,,,,,,110,0,110,0.07,152455
Assam,PATHARKANDI,125,TUTIUR RAHMAN,Independent,5,9,16,19,25,38,48,58,67,75,81,90,111,120,131,139,141,147,152,152,152,,,,,,,,,,,,,152,4,156,0.1,152455
Assam,PATHARKANDI,125,NURUL HASSAN TALUKDAR,Independent,14,19,29,35,39,55,68,83,104,126,146,156,172,184,202,214,229,243,256,258,259,,,,,,,,,,,,,259,0,259,0.17,152455
Assam,PATHARKANDI,125,MD. FAZAL AHMED,Independent,47,72,94,124,148,172,219,269,311,353,403,436,459,477,535,568,597,626,657,662,666,,,,,,,,,,,,,666,0,666,0.44,152455
Assam,PATHARKANDI,125,NOTA,None of the Above,52,102,154,180,235,298,367,430,486,542,602,634,696,751,823,863,908,954,993,996,1000,,,,,,,,,,,,,1000,5,1005,0.66,152455
