state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Assam,GAURIPUR,7,FIRUZUL ISLAM,Rashtriya Ulama Council,16,31,52,61,74,85,103,118,133,146,157,170,177,187,201,212,258,328,345,351,364,375,384,393,398,409,420,430,431,,,,,431,1,432,0.14,299353
Assam,GAURIPUR,7,SHEIKH MONSHUR RAHMAN,Communist Party of India,103,225,326,394,442,523,630,699,780,849,933,1004,1078,1187,1259,1312,1365,1430,1508,1564,1635,1724,1829,2067,2159,2218,2289,2341,2348,,,,,2348,4,2352,0.79,299353
Assam,GAURIPUR,7,AFZAL HOSSAIN,Independent,42,118,189,245,303,356,465,514,557,603,657,735,776,818,849,876,927,963,991,1013,1040,1057,1084,1112,1125,1140,1182,1210,1213,,,,,1213,9,1222,0.41,299353
Assam,GAURIPUR,7,JABBAR ALI,Independent,26,59,90,107,131,150,174,201,232,269,292,318,340,356,373,395,404,424,442,457,472,486,504,520,536,552,577,596,596,,,,,596,5,601,0.2,299353
Assam,GAURIPUR,7,NOTA,None of the Above,50,143,239,298,367,439,502,591,648,715,796,857,939,1012,1083,1140,1226,1288,1339,1380,1416,1465,1529,1582,1639,1697,1765,1812,1816,,,,,1816,29,1845,0.62,299353
Assam,GOALPARA EAST,14,ABUL KALAM RASHEED ALAM,Indian National Congress,5510,9041,9741,13716,16841,18177,21930,27619,31588,35929,41009,45781,50963,55361,58926,63534,68725,75109,78445,82143,85375,87082,88963,90284,92576,95373,99812,102056,,,,,,102056,149,102205,46.99,217511
Assam,GOALPARA EAST,14,ABDUR RAHIM ZIBRAN,Asom Gana Parishad,1367,3710,7790,9564,12856,16923,18550,19494,22728,24591,25477,26733,29145,30631,31658,34707,36548,37184,39386,40890,41933,43285,43939,45239,46372,48500,49931,50492,,,,,,50492,452,50944,23.42,217511
Assam,GOALPARA EAST,14,JINNA AMIR HUSSAIN,Aam Aadmi Party,9,33,55,88,122,139,150,162,187,203,218,230,250,263,354,397,413,425,456,478,492,532,549,585,637,664,700,732,,,,,,732,3,735,0.34,217511
Assam,GOALPARA EAST,14,HAFIZ BASHIR AHMED,All India United Democratic Front,839,1057,1093,1343,1428,1524,1739,2068,2209,2603,2913,3367,3643,3947,4051,4170,4286,4537,4792,5303,5842,6377,6567,6813,7203,7326,7597,7829,,,,,,7829,9,7838,3.6,217511
Assam,GOALPARA EAST,14,ABDUR RASHID MANDAL,Raijor Dal,673,1993,2431,3682,4442,4797,6122,7265,7794,8554,9785,10507,10830,10964,11540,11724,11915,12059,14056,15997,19575,24023,27619,30904,34526,36123,37298,37437,,,,,,37437,83,37520,17.25,217511
Assam,GOALPARA EAST,14,SHEIKH MD JIAUL HAQUE,Rashtriya Ulama Council,5,10,16,18,23,28,45,50,55,65,73,83,92,97,112,122,128,130,156,172,214,246,273,306,347,358,374,380,,,,,,380,0,380,0.17,217511
Assam,GOALPARA EAST,14,MOHIBUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),21,30,44,51,68,70,78,88,114,122,126,133,140,156,178,185,195,202,213,217,228,238,251,272,292,299,307,308,,,,,,308,2,310,0.14,217511
Assam,GOALPARA EAST,14,ANIMUL HOQUE CHOUDHURY,Independent,10,19,35,66,84,91,100,109,120,134,139,147,162,173,210,217,238,246,252,269,279,297,313,325,345,361,373,385,,,,,,385,0,385,0.18,217511
Assam,GOALPARA EAST,14,ABUL KALAM HUSSAIN,Independent,153,478,553,1194,1414,1438,1493,1686,1744,1845,2016,2074,2331,3326,5974,6133,6914,7064,7416,7675,8060,8607,8986,9194,9832,9977,10167,10177,,,,,,10177,19,10196,4.69,217511
Assam,GOALPARA EAST,14,AYUB ALI MOLLAH,Independent,18,39,57,76,86,98,106,120,134,154,163,171,196,234,325,352,401,413,459,494,534,591,641,723,871,913,946,954,,,,,,954,2,956,0.44,217511
Assam,GOALPARA EAST,14,INDIRA MEDHI,Independent,34,118,421,474,592,803,876,911,989,1034,1059,1080,1128,1157,1273,1346,1382,1397,1462,1517,1569,1687,1736,1813,1945,2046,2105,2124,,,,,,2124,18,2142,0.98,217511
Assam,GOALPARA EAST,14,JAMIL HUSSAIN,Independent,17,40,53,89,114,132,164,184,195,216,228,248,267,279,300,326,357,374,399,422,448,496,525,560,591,622,646,655,,,,,,655,2,657,0.3,217511
Assam,GOALPARA EAST,14,DHANJEEP PRASAD RABHA,Independent,60,92,162,182,271,347,370,387,428,450,480,496,528,544,567,609,643,666,704,742,775,816,831,858,885,916,948,976,,,,,,976,24,1000,0.46,217511
Assam,GOALPARA EAST,14,RANJAN SARKAR,Independent,17,35,91,108,149,186,204,219,252,273,285,303,329,343,365,413,450,464,495,516,539,575,583,600,620,635,653,663,,,,,,663,2,665,0.31,217511
Assam,GOALPARA EAST,14,NOTA,None of the Above,48,142,296,367,470,601,649,699,754,813,860,897,955,1000,1057,1090,1139,1178,1220,1270,1311,1352,1373,1404,1447,1482,1528,1547,,,,,,1547,31,1578,0.73,217511
Assam,GOALPARA WEST,13,PABITRA RABHA,Bharatiya Janata Party,6132,12144,18666,23508,28253,31683,34498,37635,42034,46126,50743,53577,57559,61476,66044,71553,76292,80756,84344,88477,91639,,,,,,,,,,,,,91639,577,92216,62.51,147530
Assam,GOALPARA WEST,13,MARKLINE MARAK,Indian National Congress,1089,2159,3246,5172,6992,10848,14348,19254,21173,24029,26827,31629,35139,38444,40782,41660,43481,46009,49122,51337,52190,,,,,,,,,,,,,52190,109,52299,35.45,147530
Assam,GOALPARA WEST,13,MRITUNJAY RABHA,Socialist Unity Centre Of India (COMMUNIST),12,24,40,54,81,108,134,194,212,240,261,304,331,368,400,425,450,467,496,528,537,,,,,,,,,,,,,537,6,543,0.37,147530
Assam,GOALPARA WEST,13,SURESH CHANDRA RABHA,Voters Party International,42,57,86,110,143,208,224,264,281,297,334,351,369,391,405,427,449,476,514,560,598,,,,,,,,,,,,,598,0,598,0.41,147530
Assam,GOALPARA WEST,13,DHANJEEP PRASAD RABHA,Independent,58,137,190,290,355,393,417,482,518,540,585,605,644,672,691,720,827,859,904,942,951,,,,,,,,,,,,,951,10,961,0.65,147530
Assam,GOALPARA WEST,13,NOTA,None of the Above,30,71,123,194,239,286,321,366,400,427,496,539,604,639,668,723,762,798,841,883,906,,,,,,,,,,,,,906,7,913,0.62,147530
Assam,GOHPUR,72,UTPAL BORAH,Bharatiya Janata Party,5062,10555,16179,22346,28066,33645,38779,44032,48726,54419,59505,64161,69492,74125,79482,84186,89209,94823,95858,,,,,,,,,,,,,,,95858,724,96582,65.72,146954
Assam,GOHPUR,72,NITYANANDA BASUMATARY,"United People's Party, Liberal",83,212,312,440,557,651,756,855,922,1030,1251,1844,1916,1984,2073,2724,3101,3171,3178,,,,,,,,,,,,,,,3178,26,3204,2.18,146954
Assam,GOHPUR,72,SANKAR JYOTI KUTUM,Indian National Congress,1938,5454,7330,9141,11497,13575,15772,19022,22133,24179,27571,29905,31601,34726,36371,38990,40974,43017,43451,,,,,,,,,,,,,,,43451,409,43860,29.85,146954
Assam,GOHPUR,72,HEMANTA BIJOY MAHANTA,Independent,85,197,291,373,533,599,707,753,799,897,1005,1069,1118,1154,1217,1273,1326,1409,1419,,,,,,,,,,,,,,,1419,16,1435,0.98,146954
Assam,GOHPUR,72,NOTA,None of the Above,119,262,392,525,639,750,878,954,1009,1133,1270,1357,1421,1474,1560,1648,1718,1833,1844,,,,,,,,,,,,,,,1844,29,1873,1.27,146954
Assam,GOLAGHAT,103,AJANTA NEOG,Bharatiya Janata Party,4599,9730,13775,19572,25298,30534,36136,41834,47614,53283,57811,63108,68495,73983,80199,85812,90801,96572,101244,101562,,,,,,,,,,,,,,101562,650,102212,61.88,165185
Assam,GOLAGHAT,103,Bitupan Saikia,Indian National Congress,3623,7240,10321,12540,15759,18633,22097,25621,28160,31558,34462,37262,40114,43286,46285,48720,52013,54630,57782,58138,,,,,,,,,,,,,,58138,315,58453,35.39,165185
Assam,GOLAGHAT,103,RUBUL BORAH,Independent,128,199,312,406,569,784,892,1056,1165,1306,1430,1519,1634,1760,1845,1919,2036,2151,2249,2267,,,,,,,,,,,,,,2267,10,2277,1.38,165185
Assam,GOLAGHAT,103,NOTA,None of the Above,159,251,408,549,675,833,934,1083,1183,1309,1391,1496,1579,1686,1787,1893,2006,2119,2215,2225,,,,,,,,,,,,,,2225,18,2243,1.36,165185
Assam,GOLAKGANJ,6,ASHWINI RAY SARKAR,Bharatiya Janata Party,5313,9664,15061,21283,25164,30086,35386,41942,50028,56807,63325,68352,73582,79678,84750,89949,95894,104383,108190,108947,109696,,,,,,,,,,,,,109696,837,110533,56.88,194312
Assam,GOLAKGANJ,6,KARTIK CHANDRA RAY,Indian National Congress,4314,9998,16059,19971,26010,30865,35534,39988,42507,45049,48697,55006,59911,64096,68309,72865,76544,77683,79311,79519,79579,,,,,,,,,,,,,79579,172,79751,41.04,194312
Assam,GOLAKGANJ,6,JAMSHER TALUKDAR,All India United Democratic Front,168,265,413,541,731,865,995,1091,1148,1228,1351,1598,1750,1856,1963,2105,2372,2414,2474,2478,2478,,,,,,,,,,,,,2478,7,2485,1.28,194312
Assam,GOLAKGANJ,6,JAKIR HUSSAIN,Rashtriya Ulama Council,30,47,68,84,100,119,143,173,200,220,246,277,299,313,333,363,386,410,419,420,421,,,,,,,,,,,,,421,2,423,0.22,194312
Assam,GOLAKGANJ,6,NOTA,None of the Above,59,96,139,187,243,291,351,413,468,527,588,654,723,775,813,869,957,1049,1095,1101,1109,,,,,,,,,,,,,1109,11,1120,0.58,194312
Assam,GORESWAR,44,PABITRA KUMAR BARO,"United People's Party, Liberal",1375,1897,2924,5350,6964,9494,10568,12711,13858,15292,16967,18862,20287,21961,24254,26784,28324,28553,28614,,,,,,,,,,,,,,,28614,245,28859,16.93,170498
Assam,GORESWAR,44,BAPURAM BORO,Communist Party of India (Marxist),1089,2051,2715,3120,4075,4451,4791,5499,7512,9648,12544,14282,15931,19463,22250,26299,27907,27992,28119,,,,,,,,,,,,,,,28119,154,28273,16.58,170498
Assam,GORESWAR,44,VICTOR KUMAR DAS,Bharatiya Janata Party,6624,14845,23146,28977,34834,40923,49141,54556,60212,65843,69690,74592,81203,85497,91421,94876,96710,97254,97648,,,,,,,,,,,,,,,97648,460,98108,57.54,170498
Assam,GORESWAR,44,KABIN BARO,Socialist Unity Centre Of India (COMMUNIST),107,218,306,383,483,596,696,776,830,878,944,972,1025,1090,1173,1257,1308,1309,1312,,,,,,,,,,,,,,,1312,6,1318,0.77,170498
Assam,GORESWAR,44,RAJAT CH. SWARGIARY,Voters Party International,42,86,140,235,337,427,499,587,646,723,784,827,910,1015,1107,1227,1334,1340,1352,,,,,,,,,,,,,,,1352,4,1356,0.8,170498
Assam,GORESWAR,44,RAJAN CHAUHAN,All India Trinamool Congress,256,445,601,850,1183,1358,1523,1621,1687,1736,1779,1825,1874,1942,2012,2165,2258,2260,2264,,,,,,,,,,,,,,,2264,14,2278,1.34,170498
Assam,GORESWAR,44,SURUJ  ALI,Rashtriya Ulama Council,46,87,115,157,221,274,327,356,414,436,456,482,503,537,593,645,671,673,674,,,,,,,,,,,,,,,674,1,675,0.4,170498
Assam,GORESWAR,44,ARUN BAISHYA,Independent,44,71,93,124,171,235,291,313,338,354,378,396,410,416,445,474,497,497,497,,,,,,,,,,,,,,,497,3,500,0.29,170498
Assam,GORESWAR,44,MD. JAMIRUDDIN AHMED,Independent,53,117,177,232,291,346,424,463,503,536,575,608,649,693,757,804,823,832,832,,,,,,,,,,,,,,,832,0,832,0.49,170498
Assam,GORESWAR,44,PRANJIT KUMAR BISWAS,Independent,49,94,152,196,252,296,336,364,392,411,436,456,486,508,545,576,596,597,597,,,,,,,,,,,,,,,597,3,600,0.35,170498
Assam,GORESWAR,44,MRINAL BISWAS,Independent,136,207,277,321,371,416,471,500,523,541,563,586,622,648,695,721,747,750,750,,,,,,,,,,,,,,,750,4,754,0.44,170498
Assam,GORESWAR,44,YASWANTA CHAUHAN,Independent,141,225,343,577,761,987,1154,1322,1428,1519,1665,1781,1888,2020,2209,2437,2527,2546,2554,,,,,,,,,,,,,,,2554,3,2557,1.5,170498
Assam,GORESWAR,44,RABINDRA BISWAS,Independent,106,222,399,473,550,646,760,828,866,904,950,982,1045,1084,1132,1182,1205,1213,1215,,,,,,,,,,,,,,,1215,5,1220,0.72,170498
Assam,GORESWAR,44,SUJAN PAUL,Independent,78,187,250,297,372,492,582,647,765,788,828,880,934,965,1042,1097,1127,1140,1144,,,,,,,,,,,,,,,1144,2,1146,0.67,170498
Assam,GORESWAR,44,NOTA,None of the Above,117,242,326,443,587,778,917,1095,1194,1301,1419,1515,1632,1729,1843,1938,1991,1999,2006,,,,,,,,,,,,,,,2006,16,2022,1.19,170498
Assam,GOSSAIGAON,1,ANINDA BASUMATARY,"United People's Party, Liberal",1990,4200,6128,8067,9537,11090,12209,13779,14870,15950,16886,16906,17307,,,,,,,,,,,,,,,,,,,,,17307,124,17431,17.41,100093
Assam,GOSSAIGAON,1,JOSEPH HASDA,Indian National Congress,222,523,883,1287,2724,5071,9265,11856,12965,14066,15039,15070,15087,,,,,,,,,,,,,,,,,,,,,15087,41,15128,15.11,100093
Assam,GOSSAIGAON,1,SABHARAM BASUMATARY,Bodoland Peoples Front,3187,6451,9125,11956,15296,20322,23998,28737,35695,41206,43458,43523,43938,,,,,,,,,,,,,,,,,,,,,43938,456,44394,44.35,100093
Assam,GOSSAIGAON,1,PHEDRICSON HANSDAK,Jharkhand Mukti Morcha,2298,4158,7392,9916,12442,13197,13330,14795,15289,16800,20800,21321,21386,,,,,,,,,,,,,,,,,,,,,21386,31,21417,21.4,100093
Assam,GOSSAIGAON,1,HELEN MURMU,Independent,61,112,187,238,284,331,363,410,456,521,586,594,598,,,,,,,,,,,,,,,,,,,,,598,2,600,0.6,100093
Assam,GOSSAIGAON,1,NOTA,None of the Above,111,211,325,403,529,623,687,781,897,1005,1094,1107,1119,,,,,,,,,,,,,,,,,,,,,1119,4,1123,1.12,100093
Assam,GUWAHATI CENTRAL,36,ANURUPA DEKARAJA,Aam Aadmi Party,143,230,327,433,538,639,759,884,1060,1175,1258,1358,1503,1651,1811,1904,1934,,,,,,,,,,,,,,,,,1934,5,1939,1.32,147088
Assam,GUWAHATI CENTRAL,36,VIJAY KUMAR GUPTA,Bharatiya Janata Party,5909,10582,16892,22513,26955,33645,41791,48508,55114,61909,70671,78688,84775,90415,96500,99581,100958,,,,,,,,,,,,,,,,,100958,339,101297,68.87,147088
Assam,GUWAHATI CENTRAL,36,AVIJIT MAZUMDAR,All India Trinamool Congress,70,109,144,178,233,292,359,421,516,614,712,771,846,924,1005,1048,1058,,,,,,,,,,,,,,,,,1058,3,1061,0.72,147088
Assam,GUWAHATI CENTRAL,36,KUNKI CHOWDHURY,Assam Jatiya Parishad,3806,7603,9524,11787,14121,15540,17332,21077,24424,27276,28333,30149,32484,34836,36976,38620,39171,,,,,,,,,,,,,,,,,39171,205,39376,26.77,147088
Assam,GUWAHATI CENTRAL,36,BIPUL DEBNATH,All India Forward Bloc,48,65,80,95,111,126,192,232,279,322,346,372,394,422,455,472,477,,,,,,,,,,,,,,,,,477,2,479,0.33,147088
Assam,GUWAHATI CENTRAL,36,ACHYUT KALITA,Independent,66,97,109,124,140,155,201,253,317,361,377,402,426,456,496,524,530,,,,,,,,,,,,,,,,,530,5,535,0.36,147088
Assam,GUWAHATI CENTRAL,36,PRABIN JYOTI KALITA,Independent,60,81,98,118,130,146,196,240,310,342,362,384,415,448,479,503,507,,,,,,,,,,,,,,,,,507,2,509,0.35,147088
Assam,GUWAHATI CENTRAL,36,NOTA,None of the Above,158,283,392,490,596,708,831,957,1082,1179,1292,1413,1536,1670,1796,1846,1878,,,,,,,,,,,,,,,,,1878,14,1892,1.29,147088
Assam,HAFLONG,113,DANIEL LANGTHASA,National People's Party,881,3227,4065,4984,5805,6877,8121,8705,10395,12363,12608,13152,13498,14887,18527,21795,23372,25839,26950,26994,27125,27414,27764,27852,,,,,,,,,,27852,516,28368,21.41,132503
Assam,HAFLONG,113,NANDITA GORLOSA,Indian National Congress,1531,3311,5095,6657,8812,10884,12794,14588,15153,15924,16420,17245,18870,20258,21130,21619,22238,22997,23430,23442,23469,23558,23643,23747,,,,,,,,,,23747,337,24084,18.18,132503
Assam,HAFLONG,113,RUPALI LANGTHASA,Bharatiya Janata Party,4017,8265,13007,16331,19723,23223,26723,30195,34670,38985,44706,48673,53247,57800,62339,65686,68962,73312,75980,76326,76534,76947,77224,77836,,,,,,,,,,77836,838,78674,59.38,132503
Assam,HAFLONG,113,NOTA,None of the Above,70,172,251,305,378,433,482,522,601,668,698,733,774,852,1000,1096,1164,1254,1316,1318,1321,1337,1348,1353,,,,,,,,,,1353,24,1377,1.04,132503
Assam,HAILAKANDI,121,MILON DAS,Bharatiya Janata Party,2793,7663,11829,16200,21713,25685,30211,33570,36507,39748,44736,52742,58625,64221,69051,73155,78342,85181,90740,97250,103002,108601,114853,118610,,,,,,,,,,118610,981,119591,63.57,188124
Assam,HAILAKANDI,121,RAHUL ROY,Indian National Congress,5374,8292,13270,16476,17508,19900,22490,27047,32319,36061,38473,39164,40760,42786,46105,49990,52533,53759,56376,57780,59662,61234,62315,63407,,,,,,,,,,63407,367,63774,33.9,188124
Assam,HAILAKANDI,121,MAYUKH BHATTACHARJEE,Socialist Unity Centre Of India (COMMUNIST),38,61,113,170,190,213,235,255,286,315,330,358,371,385,429,472,502,516,534,545,559,588,602,627,,,,,,,,,,627,4,631,0.34,188124
Assam,HAILAKANDI,121,AJIT NUNIA,Independent,6,9,16,26,33,35,40,44,54,61,65,73,77,82,88,98,106,109,116,123,129,135,139,144,,,,,,,,,,144,1,145,0.08,188124
Assam,HAILAKANDI,121,GAUTAM KANTI DAS,Independent,4,11,18,24,25,27,30,33,42,48,51,57,58,60,76,91,103,109,116,121,124,129,135,140,,,,,,,,,,140,0,140,0.07,188124
Assam,HAILAKANDI,121,GAUTAM NATH,Independent,7,10,13,20,23,25,27,30,37,49,54,60,61,66,73,86,96,101,118,122,129,141,148,154,,,,,,,,,,154,2,156,0.08,188124
Assam,HAILAKANDI,121,JIBON ROY,Independent,9,15,21,30,36,40,44,52,57,67,71,77,81,85,99,111,123,128,135,136,141,152,155,160,,,,,,,,,,160,1,161,0.09,188124
Assam,HAILAKANDI,121,TINKU BHUSHAN NATH,Independent,14,19,28,39,43,46,50,56,60,70,79,95,105,111,135,151,166,172,181,196,207,228,240,262,,,,,,,,,,262,1,263,0.14,188124
Assam,HAILAKANDI,121,DHRUBO CHAKRABORTY,Independent,4,7,15,26,29,36,43,50,57,66,70,80,85,90,109,128,142,154,163,177,187,195,205,212,,,,,,,,,,212,0,212,0.11,188124
Assam,HAILAKANDI,121,BINOD REE,Independent,16,23,36,44,47,51,56,67,79,87,95,107,109,116,137,149,168,172,180,190,199,216,227,239,,,,,,,,,,239,5,244,0.13,188124
Assam,HAILAKANDI,121,BISHAL SINGHA MALAKAR,Independent,17,40,71,91,100,112,132,149,173,195,200,209,215,237,260,277,305,317,333,342,359,370,380,397,,,,,,,,,,397,3,400,0.21,188124
Assam,HAILAKANDI,121,SUBASH GOON,Independent,41,61,92,124,128,138,169,209,265,311,333,352,365,396,454,490,534,558,587,602,627,671,683,699,,,,,,,,,,699,0,699,0.37,188124
Assam,HAILAKANDI,121,NOTA,None of the Above,42,104,188,260,302,359,402,457,544,634,683,783,823,888,1034,1117,1242,1291,1366,1443,1518,1608,1649,1702,,,,,,,,,,1702,6,1708,0.91,188124
Assam,HAJO-SUALKUCHI,30,NANDITA DAS,Indian National Congress,6756,15716,25318,33664,41290,43469,45511,47590,50290,54235,56553,63921,65964,68904,72065,76460,79608,80499,80586,80663,,,,,,,,,,,,,,80663,312,80975,47.41,170786
Assam,HAJO-SUALKUCHI,30,PRAKASH CHANDRA DAS,Asom Gana Parishad,2530,3621,5282,7404,10119,16761,23107,29390,35850,41236,47501,50723,55828,60589,65144,70382,76984,79905,80576,81077,,,,,,,,,,,,,,81077,622,81699,47.84,170786
Assam,HAJO-SUALKUCHI,30,ROJY AHMED,All India Trinamool Congress,126,293,525,649,806,930,1044,1199,1366,1473,1631,1863,1993,2124,2259,2366,2584,2718,2736,2739,,,,,,,,,,,,,,2739,29,2768,1.62,170786
Assam,HAJO-SUALKUCHI,30,RAJU PATOWARY,Independent,34,78,100,141,171,296,394,737,997,1194,1272,1332,1483,1644,1762,1867,1952,1984,2000,2004,,,,,,,,,,,,,,2004,21,2025,1.19,170786
Assam,HAJO-SUALKUCHI,30,SIDDHARTHA DAS,Independent,24,53,70,86,109,151,184,226,280,330,539,578,641,698,758,804,858,896,904,915,,,,,,,,,,,,,,915,14,929,0.54,170786
Assam,HAJO-SUALKUCHI,30,NOTA,None of the Above,62,144,191,255,327,472,591,744,908,1030,1210,1294,1487,1780,1976,2113,2286,2350,2358,2368,,,,,,,,,,,,,,2368,22,2390,1.4,170786
Assam,HOJAI,63,JHILLI CHOWDHURY,Indian National Congress,3084,5434,9998,17811,20243,22587,25282,26482,27036,30036,33299,35012,35768,37062,40125,43183,45272,49436,56367,60756,69908,73610,75237,75865,76791,76898,77341,,,,,,,77341,319,77660,34.56,224705
Assam,HOJAI,63,SHILADITYA DEV,Bharatiya Janata Party,6991,13975,18591,21549,27750,34766,41281,49438,57697,63141,69631,76653,84380,92748,100329,108138,115724,121348,124328,129198,130383,137308,141914,142092,142123,142852,142952,,,,,,,142952,1409,144361,64.24,224705
Assam,HOJAI,63,NOTA,None of the Above,139,252,360,437,515,613,726,904,997,1097,1200,1331,1465,1555,1657,1783,1946,2060,2207,2310,2377,2521,2618,2627,2646,2659,2662,,,,,,,2662,22,2684,1.19,224705
Assam,HOWRAGHAT,109,LUNSING TERON,Bharatiya Janata Party,4827,9361,14779,19953,25590,31694,37058,45556,54863,61317,67774,74120,78873,83630,91262,98319,104387,104796,105127,105526,,,,,,,,,,,,,,105526,703,106229,68.23,155690
Assam,HOWRAGHAT,109,SANJEEB TERON,Indian National Congress,1777,3167,5211,6403,8180,10848,12978,14278,15599,17459,18763,20855,22652,23964,24688,25803,27621,27729,27828,27943,,,,,,,,,,,,,,27943,180,28123,18.06,155690
Assam,HOWRAGHAT,109,RABI KUMAR PHANGCHO,Communist Party of India (Marxist-Leninist) (Liberation),106,204,273,336,426,513,610,706,791,854,905,1012,1080,1168,1240,1308,1389,1392,1398,1403,,,,,,,,,,,,,,1403,11,1414,0.91,155690
Assam,HOWRAGHAT,109,SARKIRI RONGPHAR,Independent,1118,2011,3537,4593,6004,6436,7477,7859,7956,8576,9098,9475,10468,12053,12523,13038,14421,14423,14508,14595,,,,,,,,,,,,,,14595,64,14659,9.42,155690
Assam,HOWRAGHAT,109,RABINDRA RONGPI,Independent,54,167,250,291,329,394,445,510,556,618,668,737,790,825,867,914,979,983,988,994,,,,,,,,,,,,,,994,6,1000,0.64,155690
Assam,HOWRAGHAT,109,RAJEN TIMUNG,Independent,156,276,433,549,746,858,967,1045,1103,1199,1253,1308,1422,1566,1621,1717,1874,1877,1933,1937,,,,,,,,,,,,,,1937,6,1943,1.25,155690
Assam,HOWRAGHAT,109,NOTA,None of the Above,134,255,380,492,618,765,871,1028,1159,1330,1403,1549,1689,1812,1953,2103,2262,2266,2281,2287,,,,,,,,,,,,,,2287,35,2322,1.49,155690
Assam,JAGIROAD,52,PIJUSH HAZARIKA,Bharatiya Janata Party,6613,11695,17625,25970,32483,38591,45252,52662,59237,66324,72956,78714,85834,93170,98376,103045,108714,112913,118644,126241,132537,139513,147177,154371,,,,,,,,,,154371,758,155129,70.64,219600
Assam,JAGIROAD,52,SRI BUBUL DAS,Indian National Congress,1313,6910,11570,12940,16511,20691,23311,24596,27501,29230,30669,34167,35891,39442,43011,44154,47114,52477,54708,56300,58762,59906,60793,61416,,,,,,,,,,61416,129,61545,28.03,219600
Assam,JAGIROAD,52,NOTA,None of the Above,107,249,338,413,501,602,687,799,892,1042,1215,1326,1522,1680,1802,1884,2038,2159,2252,2401,2553,2689,2811,2906,,,,,,,,,,2906,20,2926,1.33,219600
Assam,JALESHWAR,12,AFTAB UDDIN MOLLAH,Indian National Congress,4893,10236,14298,18771,24053,29406,35500,40279,46839,53182,59281,64953,69158,74994,81843,87178,92936,99554,104931,109485,115314,121701,128060,133512,138061,143011,146252,151528,156895,161941,,,,161941,233,162174,69.19,234379
Assam,JALESHWAR,12,ABU SHA SHADI HOSSAIN,Asom Gana Parishad,65,137,243,621,712,795,879,1121,1413,1538,2585,2766,3618,3941,4346,5139,5266,5465,5847,6093,6503,6674,6841,7269,7530,7900,10686,11355,12183,12892,,,,12892,62,12954,5.53,234379
Assam,JALESHWAR,12,SHEIKH SHAH ALAM,All India United Democratic Front,2044,4355,7535,9211,11147,12904,14657,16233,17525,19245,21178,23246,24478,25369,26536,28032,29266,31062,32120,34331,37166,38661,40257,41896,43997,45939,47039,48850,51126,52353,,,,52353,133,52486,22.39,234379
Assam,JALESHWAR,12,ARIF AKHTAR AHMED,All India Trinamool Congress,26,80,138,199,250,288,348,392,444,491,588,657,703,741,790,841,870,918,953,1006,1070,1139,1174,1217,1279,1362,1445,1519,1629,1766,,,,1766,10,1776,0.76,234379
Assam,JALESHWAR,12,SAIFUL ISLAM,Socialist Unity Centre Of India (COMMUNIST),19,44,61,85,97,106,215,236,307,361,559,666,695,739,818,855,874,925,946,965,993,1033,1073,1170,1183,1207,1218,1239,1269,1287,,,,1287,9,1296,0.55,234379
Assam,JALESHWAR,12,SAHAB UDDIN AHMED,Independent,25,43,77,103,122,166,219,301,355,429,492,533,564,598,677,701,729,747,768,816,876,925,980,1254,1531,1646,1714,1759,1804,1831,,,,1831,8,1839,0.78,234379
Assam,JALESHWAR,12,DELOWAR HUSSAIN,Independent,19,36,49,69,80,110,148,167,186,201,221,237,252,266,290,300,315,331,350,375,388,404,422,443,459,473,490,515,550,565,,,,565,3,568,0.24,234379
Assam,JALESHWAR,12,NOTA,None of the Above,34,72,105,132,161,209,241,280,330,368,432,473,513,552,611,652,690,730,758,801,841,886,944,978,1007,1069,1115,1162,1239,1276,,,,1276,10,1286,0.55,234379
Assam,JALUKBARI,37,BIDISHA NEOG,Indian National Congress,1010,4073,6866,10196,13842,15283,16578,17496,19405,20695,23043,25464,26533,27991,30043,31951,35909,37159,37222,37268,37332,37581,,,,,,,,,,,,37581,136,37717,22.08,170854
Assam,JALUKBARI,37,HIMANTA BISWA SARMA,Bharatiya Janata Party,5989,11821,18805,25350,31056,39214,46737,54160,61203,67144,74105,80499,89562,96791,103793,112186,118857,124187,124995,125177,125864,126342,,,,,,,,,,,,126342,809,127151,74.42,170854
Assam,JALUKBARI,37,DIPIKA DAS,Independent,101,246,388,487,603,777,909,980,1076,1212,1360,1477,1599,1775,1987,2203,2400,2494,2503,2508,2519,2528,,,,,,,,,,,,2528,18,2546,1.49,170854
Assam,JALUKBARI,37,NOTA,None of the Above,168,332,536,732,928,1075,1279,1386,1582,1771,1981,2147,2320,2590,2828,3070,3274,3357,3377,3382,3396,3409,,,,,,,,,,,,3409,31,3440,2.01,170854
Assam,JONAI,80,BHUBON PEGU,Bharatiya Janata Party,4708,9708,14487,19291,26180,33104,39368,45514,52166,59111,66435,72814,79679,86079,94753,101902,108194,114382,120357,126751,127099,128030,,,,,,,,,,,,128030,910,128940,71.57,180153
