state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Kerala,KOLLAM,124,S. JAYAMOHAN,Communist Party of India (Marxist),4150,8143,11964,15806,19086,22146,25818,28667,32212,34961,37542,40275,44067,45730,,,,,,,,,,,,,45730,856,46586,35.92,129690
Kerala,KOLLAM,124,DR. PRATHAP KUMAR N,Bharatiya Janata Party,1178,2385,3857,5155,6345,7971,9436,11136,11751,12517,14636,15836,17330,18252,,,,,,,,,,,,,18252,285,18537,14.29,129690
Kerala,KOLLAM,124,ADV. BINDHU KRISHNA,Indian National Congress,4626,9672,13920,18390,23117,27895,32881,36800,42297,47068,50634,54667,59846,62298,,,,,,,,,,,,,62298,1118,63416,48.9,129690
Kerala,KOLLAM,124,ADV. SINU.L.R,Aam Aadmi Party,11,31,52,73,101,119,136,154,186,205,223,249,277,288,,,,,,,,,,,,,288,2,290,0.22,129690
Kerala,KOLLAM,124,MYLODE SUDHAN,Bahujan Samaj Party,17,29,41,54,58,61,72,76,89,96,105,111,134,144,,,,,,,,,,,,,144,2,146,0.11,129690
Kerala,KOLLAM,124,NOTA,None of the Above,32,75,127,172,209,256,323,379,436,495,553,616,667,695,,,,,,,,,,,,,695,20,715,0.55,129690
Kerala,KONDOTTY,33,T.P. ASHRAFALI,Indian Union Muslim League,3762,9835,16821,23492,29925,35658,41394,49055,56584,63618,69987,76859,82521,88408,95245,101552,108528,112544,113604,,,,,,,,113604,1393,114997,60.01,191625
Kerala,KONDOTTY,33,KEERAN N.K,Bahujan Samaj Party,36,51,74,84,102,127,156,177,189,211,241,262,292,314,344,375,407,434,438,,,,,,,,438,3,441,0.23,191625
Kerala,KONDOTTY,33,DR. P. JIJI,Communist Party of India (Marxist),4950,8683,11624,14415,17696,20676,23615,26072,29425,33250,36367,39879,43805,47292,50288,52747,55691,57866,58275,,,,,,,,58275,705,58980,30.78,191625
Kerala,KONDOTTY,33,P. SUBRAHMANNIAN,Bharatiya Janata Party,2530,3347,3734,4856,5482,5729,6339,6713,7098,7545,8125,9332,11064,12279,12545,12990,13396,13717,13791,,,,,,,,13791,203,13994,7.3,191625
Kerala,KONDOTTY,33,ABDUL KHADAR BICHAVA,Social Democratic Party Of India,115,212,323,410,512,587,659,770,909,1025,1127,1346,1460,1526,1688,1916,2056,2201,2220,,,,,,,,2220,11,2231,1.16,191625
Kerala,KONDOTTY,33,NOTA,None of the Above,89,143,182,235,283,307,352,393,455,493,543,628,700,769,826,880,945,972,976,,,,,,,,976,6,982,0.51,191625
Kerala,KONGAD,53,GURUVAYOORAPPAN P E,Bahujan Samaj Party,82,155,219,279,376,458,539,675,822,845,,,,,,,,,,,,,,,,,845,14,859,0.58,148655
Kerala,KONGAD,53,THULASI TEACHER,Indian National Congress,7525,16164,25278,33014,39219,45055,50347,55558,60798,61929,,,,,,,,,,,,,,,,,61929,805,62734,42.2,148655
Kerala,KONGAD,53,DR. RENU SURESH,Bharatiya Janata Party,2265,3749,5212,7215,10009,12613,15550,19230,23669,24557,,,,,,,,,,,,,,,,,24557,368,24925,16.77,148655
Kerala,KONGAD,53,ADV. K.SANTHAKUMARI,Communist Party of India (Marxist),6248,12016,18283,23445,31618,38960,44625,51300,56985,58215,,,,,,,,,,,,,,,,,58215,813,59028,39.71,148655
Kerala,KONGAD,53,NOTA,None of the Above,84,165,235,335,494,626,747,895,1056,1090,,,,,,,,,,,,,,,,,1090,19,1109,0.75,148655
Kerala,KONNI,114,ADV K U JENISH KUMAR,Communist Party of India (Marxist),3047,6721,10581,14882,19257,23123,26209,29351,32955,36052,39668,43215,46892,51035,54787,58402,59255,,,,,,,,,,59255,1125,60380,44.59,135405
Kerala,KONNI,114,PROF SATHEESH KOCHUPARAMBIL,Indian National Congress,3825,6865,10907,14320,16469,19939,24728,28500,32510,36469,39945,43320,46170,49107,52966,56296,57186,,,,,,,,,,57186,1356,58542,43.23,135405
Kerala,KONNI,114,SUNDARESAN T P,Bharath Dharma Jana Sena,1013,2047,2694,3238,3609,4493,5190,6390,7560,8390,9650,10547,11828,12949,13931,14863,14992,,,,,,,,,,14992,286,15278,11.28,135405
Kerala,KONNI,114,ADV VARUGHESE OOMMEN,Independent,27,54,66,83,97,115,147,179,212,232,256,275,303,328,355,380,384,,,,,,,,,,384,16,400,0.3,135405
Kerala,KONNI,114,NOTA,None of the Above,47,98,140,170,189,245,296,360,438,486,529,579,629,675,728,777,788,,,,,,,,,,788,17,805,0.59,135405
Kerala,KOTHAMANGALAM,87,ANTONY JOHN,Communist Party of India (Marxist),4284,7983,11640,14774,18503,22134,25693,29832,35334,40216,44438,48577,52610,55568,,,,,,,,,,,,,55568,1052,56620,40.71,139091
Kerala,KOTHAMANGALAM,87,SHIBU THECKUMPURAM,Kerala Congress,5498,10739,15341,18744,24448,29900,35317,39961,45768,51530,56857,63130,69129,71958,,,,,,,,,,,,,71958,1521,73479,52.83,139091
Kerala,KOTHAMANGALAM,87,AJI NARAYANAN,Bharath Dharma Jana Sena,785,1291,1810,2131,2613,2964,3513,4230,4429,4971,5614,5851,6384,6917,,,,,,,,,,,,,6917,129,7046,5.07,139091
Kerala,KOTHAMANGALAM,87,FINTO XAVIER,Rashtravadi Janata Party,43,56,61,68,74,83,89,101,104,111,117,123,128,136,,,,,,,,,,,,,136,1,137,0.1,139091
Kerala,KOTHAMANGALAM,87,ROY ARACKAL,Social Democratic Party Of India,38,69,78,90,93,103,123,154,333,480,503,659,690,698,,,,,,,,,,,,,698,5,703,0.51,139091
Kerala,KOTHAMANGALAM,87,SHIBU KALLEKKATTU,Independent,36,55,73,102,125,147,169,188,198,213,224,244,272,292,,,,,,,,,,,,,292,5,297,0.21,139091
Kerala,KOTHAMANGALAM,87,SHIBU CHALAKATTU,Independent,8,24,38,51,63,81,95,108,120,137,148,161,181,190,,,,,,,,,,,,,190,2,192,0.14,139091
Kerala,KOTHAMANGALAM,87,NOTA,None of the Above,61,110,144,165,218,271,330,379,418,459,515,542,582,606,,,,,,,,,,,,,606,11,617,0.44,139091
Kerala,KOTTAKKAL,46,PROF. ABID HUSSAIN THANGAL,Indian Union Muslim League,7444,15177,21305,29138,35150,43321,50053,56253,63434,70890,77920,84333,90183,96174,101508,108221,114347,116356,117060,,,,,,,,117060,1051,118111,61.77,191211
Kerala,KOTTAKKAL,46,PREETHI KONCHATH,Communist Party of India (Marxist),2510,5607,8806,11849,14761,17777,20803,24096,27924,31653,34721,37358,40843,44393,47618,50658,53936,54763,54857,,,,,,,,54857,616,55473,29.01,191211
Kerala,KOTTAKKAL,46,ADV. ABDUL MAJEED,Social Democratic Party Of India,173,341,564,1036,1418,1696,2053,2490,2690,2936,3145,3374,3567,3741,3967,4265,4467,4515,4540,,,,,,,,4540,17,4557,2.38,191211
Kerala,KOTTAKKAL,46,SUBRAMANNIAN C,Bharath Dharma Jana Sena,519,898,1766,2119,2736,2931,3434,3956,4603,5133,5958,6819,7482,8105,8837,9736,10213,10441,10443,,,,,,,,10443,115,10558,5.52,191211
Kerala,KOTTAKKAL,46,PREETHI KP,Independent,35,73,124,159,191,240,272,306,346,377,411,457,493,528,579,622,649,667,668,,,,,,,,668,6,674,0.35,191211
Kerala,KOTTAKKAL,46,MOHAMED RAFI,Independent,27,40,69,89,108,131,164,199,238,265,299,331,363,401,453,502,528,541,542,,,,,,,,542,3,545,0.29,191211
Kerala,KOTTAKKAL,46,NOTA,None of the Above,95,172,272,360,419,513,573,633,699,762,829,913,976,1019,1079,1155,1236,1271,1278,,,,,,,,1278,15,1293,0.68,191211
Kerala,KOTTARAKKARA,119,ADV.P. AISHA POTTY,Indian National Congress,3835,8052,12185,16397,20469,24344,29095,33224,37729,41665,45397,49658,54039,59129,61317,,,,,,,,,,,,61317,1597,62914,42.27,148854
Kerala,KOTTARAKKARA,119,K.N. BALAGOPAL,Communist Party of India (Marxist),4464,8745,12274,16540,20711,25497,28850,33691,38197,42570,47532,51861,56766,60251,62379,,,,,,,,,,,,62379,1547,63926,42.95,148854
Kerala,KOTTARAKKARA,119,MAMACHAN DANIEL,Aam Aadmi Party,19,40,63,86,105,120,135,156,176,195,210,231,248,321,374,,,,,,,,,,,,374,12,386,0.26,148854
Kerala,KOTTARAKKARA,119,R. RESMI,Bharatiya Janata Party,1817,3565,4958,6620,8380,9856,10953,12150,13246,14418,15779,16946,18284,19434,20179,,,,,,,,,,,,20179,485,20664,13.88,148854
Kerala,KOTTARAKKARA,119,WILFRED ZACHARIAS,Bahujan Samaj Party,14,33,53,67,87,97,105,120,130,141,148,164,186,227,231,,,,,,,,,,,,231,5,236,0.16,148854
Kerala,KOTTARAKKARA,119,SURESH. G,Equality Party of India,12,20,24,34,43,57,63,71,78,82,90,96,106,110,114,,,,,,,,,,,,114,3,117,0.08,148854
Kerala,KOTTARAKKARA,119,NOTA,None of the Above,42,79,115,162,218,266,305,352,392,431,465,495,538,574,590,,,,,,,,,,,,590,21,611,0.41,148854
Kerala,KOTTAYAM,97,ADV.K. ANILKUMAR,Communist Party of India (Marxist),2736,5346,7945,10191,12189,13588,14876,17636,20421,22924,25687,28265,31079,32198,32323,,,,,,,,,,,,32323,584,32907,28.93,113747
Kerala,KOTTAYAM,97,THIRUVANCHOOR RADHAKRISHNAN,Indian National Congress,5274,10369,15608,21309,26308,30499,34022,38665,43657,49268,55035,60190,65043,67373,67611,,,,,,,,,,,,67611,1282,68893,60.57,113747
Kerala,KOTTAYAM,97,DR .CELINE PHILIP,Aam Aadmi Party,106,246,383,524,619,713,761,796,845,912,1020,1096,1161,1192,1193,,,,,,,,,,,,1193,9,1202,1.06,113747
Kerala,KOTTAYAM,97,P ANILKUMAR,Bharath Dharma Jana Sena,596,1383,2402,3043,3518,3916,4696,5361,5977,6746,7461,8322,9405,9557,9607,,,,,,,,,,,,9607,119,9726,8.55,113747
Kerala,KOTTAYAM,97,RALESH CHANDRAN,Socialist Unity Centre Of India (COMMUNIST),10,21,32,42,53,57,70,84,92,110,127,147,160,166,167,,,,,,,,,,,,167,4,171,0.15,113747
Kerala,KOTTAYAM,97,SHAIJU KURIAN,Independent,20,37,48,56,63,68,75,82,87,98,107,121,132,136,136,,,,,,,,,,,,136,1,137,0.12,113747
Kerala,KOTTAYAM,97,NOTA,None of the Above,64,128,179,231,277,322,362,424,466,528,570,625,678,699,705,,,,,,,,,,,,705,6,711,0.63,113747
Kerala,KOVALAM,139,MANOJ.S.P,Aam Aadmi Party,27,55,80,114,149,183,223,246,270,311,340,373,407,461,488,516,571,594,642,649,652,,,,,,652,25,677,0.44,155237
Kerala,KOVALAM,139,ADV. M.VINCENT,Indian National Congress,4083,7836,11044,14566,17191,20530,24204,27919,31926,37365,41758,45447,49944,54491,59198,64252,68769,72390,76781,77429,77750,,,,,,77750,1911,79661,51.32,155237
Kerala,KOVALAM,139,KOVALAM.T.N.SURESH,Bharatiya Janata Party,1507,3311,4741,6331,9065,11117,12339,14159,15063,15860,16529,18160,19292,20909,22099,22545,22814,23319,24504,24792,24889,,,,,,24889,491,25380,16.35,155237
Kerala,KOVALAM,139,KATTACHALKUZHI.M.SUGATHAN,Socialist Republican Party,41,68,88,110,140,169,199,216,232,254,276,296,324,361,386,400,416,427,451,453,455,,,,,,455,14,469,0.3,155237
Kerala,KOVALAM,139,VENGANOOR ASOKAN,Independent,10,26,45,54,65,70,79,82,91,105,106,113,125,134,138,141,149,152,159,159,160,,,,,,160,9,169,0.11,155237
Kerala,KOVALAM,139,KIRAN S PILLAI,Independent,4,9,20,25,35,37,42,49,52,57,64,73,79,89,95,104,108,111,117,117,117,,,,,,117,5,122,0.08,155237
Kerala,KOVALAM,139,N.JAYARAJAN,Independent,27,53,78,96,125,146,181,202,226,244,262,281,303,338,363,382,404,419,442,445,450,,,,,,450,9,459,0.3,155237
Kerala,KOVALAM,139,BHAGATH RUFUS,Independent,2323,5044,7187,9589,11593,14010,16751,18678,21282,23354,25776,28347,30966,33700,35997,38377,40404,42724,45528,45854,46045,,,,,,46045,907,46952,30.25,155237
Kerala,KOVALAM,139,ADV.SABU.S.PHILIP,Independent,15,28,43,55,74,87,107,126,154,178,194,209,248,267,287,314,331,347,368,369,369,,,,,,369,3,372,0.24,155237
Kerala,KOVALAM,139,NOTA,None of the Above,43,111,174,223,277,334,375,406,439,500,537,617,681,744,801,844,885,911,949,951,954,,,,,,954,22,976,0.63,155237
Kerala,KOZHIKODE NORTH,27,DR.  ALPHONSA MATHEW TEACHER,Aam Aadmi Party,16,38,84,131,211,241,271,326,367,403,431,452,515,522,524,527,528,,,,,,,,,,528,14,542,0.38,141535
Kerala,KOZHIKODE NORTH,27,ADV.K JAYANTH,Indian National Congress,3407,7064,10318,13885,17448,21176,24590,28059,31479,35835,40299,43647,47843,48728,48968,49445,49706,,,,,,,,,,49706,930,50636,35.78,141535
Kerala,KOZHIKODE NORTH,27,NAVYA HARIDAS,Bharatiya Janata Party,3034,6231,9483,12817,15466,18757,21751,24635,26724,29169,32152,35230,37699,38619,38893,38981,39245,,,,,,,,,,39245,654,39899,28.19,141535
Kerala,KOZHIKODE NORTH,27,THOTTATHIL RAVINDRAN,Communist Party of India (Marxist),3679,7394,10673,14117,16806,21588,24440,27954,31534,35055,39340,43322,46610,47367,47660,47954,48210,,,,,,,,,,48210,943,49153,34.73,141535
Kerala,KOZHIKODE NORTH,27,A SAJEENA,Socialist Unity Centre Of India (COMMUNIST),12,19,30,40,51,60,68,80,87,93,99,109,117,118,119,120,120,,,,,,,,,,120,4,124,0.09,141535
Kerala,KOZHIKODE NORTH,27,JAYANTH S S/O SADANANDAN,Independent,10,20,36,53,60,84,100,110,126,144,147,161,170,171,174,174,174,,,,,,,,,,174,0,174,0.12,141535
Kerala,KOZHIKODE NORTH,27,JAYANTH KUMAR,Independent,13,25,41,54,61,71,83,97,107,121,130,146,155,157,158,158,158,,,,,,,,,,158,2,160,0.11,141535
Kerala,KOZHIKODE NORTH,27,RAVEENDRAN S/O ARUMUGHAN,Independent,0,7,9,10,15,19,21,22,31,41,48,51,54,55,56,56,56,,,,,,,,,,56,1,57,0.04,141535
Kerala,KOZHIKODE NORTH,27,RAVEENDRAN S/O THEYYATHIRA,Independent,4,7,11,13,15,20,24,26,30,36,41,46,54,54,54,54,54,,,,,,,,,,54,1,55,0.04,141535
Kerala,KOZHIKODE NORTH,27,RAVEENDRANATHAN NAIR,Independent,6,12,16,19,22,29,32,35,43,46,54,57,65,67,68,68,68,,,,,,,,,,68,0,68,0.05,141535
Kerala,KOZHIKODE NORTH,27,NOTA,None of the Above,51,90,147,189,219,279,313,357,401,445,501,573,612,631,635,638,647,,,,,,,,,,647,20,667,0.47,141535
Kerala,KOZHIKODE SOUTH,28,ADV. FYZAL BABU,Indian Union Muslim League,2244,8182,13845,16317,19090,21538,25727,30590,36436,41788,47324,52187,,,,,,,,,,,,,,,52187,493,52680,41.2,127866
Kerala,KOZHIKODE SOUTH,28,T. RANEESH,Bharatiya Janata Party,2585,3217,4680,8851,13062,17761,21480,23407,25189,26733,29150,32000,,,,,,,,,,,,,,,32000,463,32463,25.39,127866
Kerala,KOZHIKODE SOUTH,28,AHAMMAD DEVARKOVIL,Indian National League,1806,4730,8551,11772,15444,18795,22413,25741,29176,33728,37678,41429,,,,,,,,,,,,,,,41429,456,41885,32.76,127866
Kerala,KOZHIKODE SOUTH,28,NOTA,None of the Above,62,111,180,270,359,413,497,547,601,673,747,827,,,,,,,,,,,,,,,827,11,838,0.66,127866
Kerala,KUNDARA,123,LATHIKA BALAKRISHNAN,Bahujan Samaj Party,31,68,107,127,141,180,212,241,279,339,365,395,415,449,498,545,556,561,565,567,,,,,,,567,5,572,0.35,164414
Kerala,KUNDARA,123,P. C. VISHNUNADH,Indian National Congress,4569,9064,14589,19929,25813,30404,35476,40223,45456,51676,57588,62564,67711,73574,80089,84545,85298,85620,85910,86238,,,,,,,86238,1624,87862,53.44,164414
Kerala,KUNDARA,123,S. L. SAJIKUMAR,Communist Party of India (Marxist),3735,7074,10385,13469,16422,19527,22315,25475,28998,32601,35670,38597,42440,45959,49831,53041,53617,53849,54031,54315,,,,,,,54315,983,55298,33.63,164414
Kerala,KUNDARA,123,DR. ROBIN RADHAKRISHNAN,Bharatiya Janata Party,1355,2698,3144,4026,4944,6175,7537,8819,10143,11922,12958,14392,15700,16665,17363,18254,18395,18505,18589,18737,,,,,,,18737,259,18996,11.55,164414
Kerala,KUNDARA,123,RAHUL R.,Socialist Unity Centre Of India (COMMUNIST),12,27,47,59,79,116,135,155,166,183,199,214,224,235,250,261,263,264,266,266,,,,,,,266,3,269,0.16,164414
Kerala,KUNDARA,123,RIYAS KANNANALLOOR,Independent,6,29,38,46,58,68,101,134,169,221,330,405,500,516,642,669,705,709,712,718,,,,,,,718,4,722,0.44,164414
Kerala,KUNDARA,123,NOTA,None of the Above,49,89,144,187,215,245,278,326,370,412,447,504,562,601,637,662,670,674,678,682,,,,,,,682,13,695,0.42,164414
Kerala,KUNNAMANGALAM,30,M.A. RAZAK MASTER,Indian Union Muslim League,5744,10636,15539,21224,26024,31150,35592,41664,46136,51492,56399,61772,66985,72598,77108,81048,84698,89318,90201,,,,,,,,90201,1397,91598,43.84,208949
Kerala,KUNNAMANGALAM,30,ADV.V. K. SAJEEVAN,Bharatiya Janata Party,1886,4128,6792,8142,9984,11873,13699,15123,17181,18576,20340,21852,24039,25140,27560,29563,31576,33308,33809,,,,,,,,33809,626,34435,16.48,208949
Kerala,KUNNAMANGALAM,30,SANTHOSH P. T,All India Hindustan Congress Party,16,29,54,68,88,108,128,142,153,157,163,172,183,189,205,217,232,257,261,,,,,,,,261,15,276,0.13,208949
Kerala,KUNNAMANGALAM,30,ABDU RASAK S/O MUHAMMED,Independent,34,61,101,117,152,179,212,245,281,310,339,377,406,434,460,490,518,550,556,,,,,,,,556,11,567,0.27,208949
Kerala,KUNNAMANGALAM,30,ABDUL RAZAK S/O KOYAKUTTY,Independent,18,33,45,54,61,74,86,92,102,110,124,140,152,165,180,198,211,222,224,,,,,,,,224,3,227,0.11,208949
Kerala,KUNNAMANGALAM,30,MAVOOR MUHAMMED ALI,Independent,11,18,30,34,44,61,70,77,95,102,122,138,145,159,170,183,191,199,202,,,,,,,,202,3,205,0.1,208949
Kerala,KUNNAMANGALAM,30,ADV. P T A RAHIM,Independent,3639,7682,10919,14770,19106,24336,29622,33972,37417,41304,45742,50182,54633,58709,63033,66746,71169,75855,76710,,,,,,,,76710,1575,78285,37.47,208949
Kerala,KUNNAMANGALAM,30,RAHIM S/O MUHAMMED KOYA,Independent,97,186,265,353,442,586,717,831,941,1038,1124,1247,1368,1488,1583,1725,1883,2059,2083,,,,,,,,2083,27,2110,1.01,208949
Kerala,KUNNAMANGALAM,30,RAHEEM P S/O MOIDHEEN,Independent,12,22,35,40,56,72,82,94,107,113,121,129,135,143,153,166,180,197,202,,,,,,,,202,0,202,0.1,208949
Kerala,KUNNAMANGALAM,30,NOTA,None of the Above,53,126,204,242,307,367,427,470,520,565,606,665,721,767,828,885,951,1007,1024,,,,,,,,1024,20,1044,0.5,208949
Kerala,KUNNAMKULAM,62,P T AJAY MOHAN,Indian National Congress,4364,8776,13279,17623,22135,25636,29488,33012,37326,41690,46243,51243,55584,60130,64008,,,,,,,,,,,,64008,951,64959,42.25,153735
Kerala,KUNNAMKULAM,62,A C MOIDEEN,Communist Party of India (Marxist),4851,9487,15054,19792,24618,29027,33140,38100,42898,47182,51965,56662,61294,65587,68693,,,,,,,,,,,,68693,829,69522,45.22,153735
Kerala,KUNNAMKULAM,62,RAJEEV K S,Aam Aadmi Party,50,103,149,199,258,353,427,509,612,651,709,784,897,966,1020,,,,,,,,,,,,1020,15,1035,0.67,153735
Kerala,KUNNAMKULAM,62,K R RAJIN,Bharath Dharma Jana Sena,1132,2273,3439,4636,5699,7258,8235,9629,11137,11998,12971,13991,15139,16269,17005,,,,,,,,,,,,17005,99,17104,11.13,153735
Kerala,KUNNAMKULAM,62,NOTA,None of the Above,58,109,190,247,306,392,472,557,651,711,762,856,951,1028,1109,,,,,,,,,,,,1109,6,1115,0.73,153735
Kerala,KUNNATHUNAD,84,MANIKUTTAN A. T.,Bahujan Samaj Party,14,36,62,85,113,128,135,156,174,195,222,261,291,321,352,371,373,,,,,,,,,,373,7,380,0.24,161066
Kerala,KUNNATHUNAD,84,ADV. P. V. SREENIJIN,Communist Party of India (Marxist),3623,7453,10891,14435,17669,19969,22051,24988,27251,30246,32804,35880,38957,42119,45301,47932,48167,,,,,,,,,,48167,842,49009,30.43,161066
Kerala,KUNNATHUNAD,84,V. P. SAJEENDRAN,Indian National Congress,6179,11580,15813,20002,24492,27930,31859,36096,40002,44816,48616,52987,57857,61203,65390,68718,69003,,,,,,,,,,69003,1289,70292,43.64,161066
Kerala,KUNNATHUNAD,84,BABU DIVAKARAN,Twenty 20 Party,585,2023,4206,7652,10689,14383,16858,20754,23421,25239,28984,31534,33190,34797,37263,39386,39649,,,,,,,,,,39649,572,40221,24.97,161066
Kerala,KUNNATHUNAD,84,VAZHAKULAM BHASI,Independent,7,24,35,52,66,82,91,111,120,128,151,168,179,189,195,208,209,,,,,,,,,,209,3,212,0.13,161066
Kerala,KUNNATHUNAD,84,NOTA,None of the Above,38,98,157,226,275,349,406,464,499,555,616,692,745,800,873,928,938,,,,,,,,,,938,14,952,0.59,161066
Kerala,KUNNATHUR,118,ULLAS  KOVUR,Revolutionary Socialist Party,4081,8262,12883,18343,22327,27795,33611,38968,44895,50882,56258,61501,66018,70425,74499,78802,79470,,,,,,,,,,79470,2018,81488,49.66,164101
Kerala,KUNNATHUR,118,RAJI  PRASAD,Bharatiya Janata Party,1434,2386,3983,5362,7056,8693,10304,11983,13944,15578,16758,18209,19730,20802,22463,23929,24297,,,,,,,,,,24297,544,24841,15.14,164101
Kerala,KUNNATHUR,118,KOVOOR  KUNJUMON,Kerala Revolutionary Socialist Party (Leninist- Marxist),3723,6584,10037,13395,16588,20275,23923,27738,31297,34730,38011,41233,45002,48155,50831,54080,54763,,,,,,,,,,54763,1411,56174,34.23,164101
Kerala,KUNNATHUR,118,T. SASIDHARAN,Socialist Unity Centre Of India (COMMUNIST),14,30,64,84,103,124,148,167,188,213,225,239,256,278,310,340,343,,,,,,,,,,343,23,366,0.22,164101
Kerala,KUNNATHUR,118,MANTHARA  VELAYUDHAN,Independent,22,43,70,98,123,149,173,196,216,243,264,281,298,323,355,377,382,,,,,,,,,,382,22,404,0.25,164101
Kerala,KUNNATHUR,118,NOTA,None of the Above,36,71,120,172,231,280,338,398,456,511,558,593,640,693,752,790,805,,,,,,,,,,805,23,828,0.5,164101
Kerala,KUTHUPARAMBA,14,JAYANTHI RAJAN,Indian Union Muslim League,4200,7405,11786,14215,17584,22446,26931,31814,35441,40234,45687,50486,54166,60287,66609,68106,68209,,,,,,,,,,68209,953,69162,42.12,164202
Kerala,KUTHUPARAMBA,14,ADV. SHIJILAL,Bharatiya Janata Party,743,2084,3806,4916,6909,8568,9890,11799,13208,14632,16085,17388,19819,20721,21250,21839,21870,,,,,,,,,,21870,325,22195,13.52,164202
Kerala,KUTHUPARAMBA,14,RAFEED A P,Aam Aadmi Party,16,44,83,104,123,134,145,152,172,185,196,203,220,235,243,247,249,,,,,,,,,,249,5,254,0.15,164202
Kerala,KUTHUPARAMBA,14,P K PRAVEEN,Rashtriya Janata Dal,5268,12010,17422,24322,28662,31937,36098,40152,44774,49492,52507,56648,60545,63603,66811,68564,69023,,,,,,,,,,69023,1425,70448,42.9,164202
Kerala,KUTHUPARAMBA,14,JAYANTHI,Independent,56,137,205,261,304,328,352,376,425,475,506,528,574,602,639,654,655,,,,,,,,,,655,16,671,0.41,164202
Kerala,KUTHUPARAMBA,14,PRAVEEN KUMAR,Independent,45,119,170,224,251,272,305,335,366,399,435,452,488,514,539,553,554,,,,,,,,,,554,6,560,0.34,164202
Kerala,KUTHUPARAMBA,14,MOHANAN K P,Independent,7,15,36,53,72,85,88,96,114,122,128,135,146,154,160,167,167,,,,,,,,,,167,2,169,0.1,164202
Kerala,KUTHUPARAMBA,14,SHYLAJA,Independent,9,20,37,51,59,65,71,78,80,88,93,97,103,116,121,129,129,,,,,,,,,,129,4,133,0.08,164202
Kerala,KUTHUPARAMBA,14,SHAHUL HAMEED,Independent,5,18,29,42,47,52,55,62,70,81,88,91,103,105,111,113,114,,,,,,,,,,114,1,115,0.07,164202
Kerala,KUTHUPARAMBA,14,NOTA,None of the Above,37,82,142,190,236,256,270,292,325,371,381,399,427,444,466,475,478,,,,,,,,,,478,17,495,0.3,164202
Kerala,KUTTANAD,106,ROY MUTTAR,Aam Aadmi Party,54,106,162,207,235,295,362,393,453,515,556,607,666,,,,,,,,,,,,,,666,23,689,0.61,112560
Kerala,KUTTANAD,106,REJI CHERIYAN,Kerala Congress,4225,8313,12527,16167,20170,24091,29456,34053,38079,41932,47174,51335,55538,,,,,,,,,,,,,,55538,1056,56594,50.28,112560
Kerala,KUTTANAD,106,THOMAS K. THOMAS,Nationalist Congress Party - Sharadchandra Pawar,3113,6282,9471,12265,15089,17861,20211,22666,25135,27899,30069,32684,35429,,,,,,,,,,,,,,35429,565,35994,31.98,112560
Kerala,KUTTANAD,106,P.K. SASI,Socialist Unity Centre Of India (COMMUNIST),36,95,148,195,230,265,329,393,442,476,524,580,628,,,,,,,,,,,,,,628,28,656,0.58,112560
Kerala,KUTTANAD,106,SANTHOSH SANTHI,Bharath Dharma Jana Sena,819,2173,4106,5681,7179,8234,9546,10889,11998,13158,14204,15698,16702,,,,,,,,,,,,,,16702,230,16932,15.04,112560
Kerala,KUTTANAD,106,JAISAPPAN MATHAI,Independent,27,56,82,112,132,153,181,217,237,314,413,445,463,,,,,,,,,,,,,,463,8,471,0.42,112560
Kerala,KUTTANAD,106,JOEMON JOSEPH SRAMPICKAL A. P. J. JUMAN V. S.,Independent,25,48,66,85,110,137,160,174,194,216,235,254,276,,,,,,,,,,,,,,276,4,280,0.25,112560
Kerala,KUTTANAD,106,RENJU T. R.,Independent,21,38,63,82,105,121,139,156,170,181,197,209,226,,,,,,,,,,,,,,226,5,231,0.21,112560
Kerala,KUTTANAD,106,NOTA,None of the Above,55,96,175,238,301,347,402,445,493,546,607,655,693,,,,,,,,,,,,,,693,20,713,0.63,112560
Kerala,KUTTIADI,21,PARAKKAL ABDULLA,Indian Union Muslim League,4760,10052,16497,22163,26188,31999,35869,41219,45889,53090,59019,65435,70948,76159,81672,86556,86837,,,,,,,,,,86837,1360,88197,49.52,178106
Kerala,KUTTIADI,21,K. P. KUNHAMMEDKUTTY MASTER,Communist Party of India (Marxist),4091,8864,13609,18729,23704,28404,33366,37331,42040,45997,51279,55628,61082,65951,70746,75259,75645,,,,,,,,,,75645,1630,77275,43.39,178106
Kerala,KUTTIADI,21,RAMADAS MANALERI,Bharatiya Janata Party,1083,2202,3111,3786,4603,5056,5997,6860,7472,8007,8542,9001,9667,10361,11015,11694,11810,,,,,,,,,,11810,225,12035,6.76,178106
Kerala,KUTTIADI,21,ABDULLA,Independent,4,11,23,29,37,39,43,48,54,62,65,70,77,81,88,94,95,,,,,,,,,,95,0,95,0.05,178106
Kerala,KUTTIADI,21,KUNHAMMADKUTTY,Independent,5,14,21,24,29,35,47,52,60,65,68,76,84,93,107,113,113,,,,,,,,,,113,1,114,0.06,178106
Kerala,KUTTIADI,21,NOTA,None of the Above,25,66,102,126,143,164,187,208,225,247,262,278,297,318,347,377,380,,,,,,,,,,380,10,390,0.22,178106
