state,constituency,constituency number,candidate,party,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,evm votes,postal votes,candidate total votes,candidate vote %,total polled votes
Kerala,OLLUR,66,EDWIN BABU ALAPAT,Independent,13,38,52,61,71,83,99,120,148,177,200,217,237,249,262,274,,,,,,,,,,,274,1,275,0.18,151990
Kerala,OLLUR,66,NOTA,None of the Above,50,108,153,194,223,287,347,409,477,541,603,666,724,779,830,850,,,,,,,,,,,850,12,862,0.57,151990
Kerala,OTTAPPALAM,52,ADV. K. PREMKUMAR,Communist Party of India (Marxist),5041,10234,15034,21413,26823,33422,39410,45959,50679,56270,61801,67404,72513,73777,74032,74249,,,,,,,,,,,74249,1113,75362,44.3,170104
Kerala,OTTAPPALAM,52,K.P RAJEESH,Bahujan Samaj Party,48,101,166,274,354,427,503,578,662,752,827,899,957,980,985,993,,,,,,,,,,,993,32,1025,0.6,170104
Kerala,OTTAPPALAM,52,MAJOR RAVI,Bharatiya Janata Party,1817,4459,7380,10759,13560,17587,21317,24421,28268,32879,37108,40282,40924,41584,41613,41757,,,,,,,,,,,41757,719,42476,24.97,170104
Kerala,OTTAPPALAM,52,MUHAMMED ASHARAF V.H,Independent,26,56,75,101,134,161,189,218,250,285,318,399,428,435,436,441,,,,,,,,,,,441,18,459,0.27,170104
Kerala,OTTAPPALAM,52,SASI P.K S/O KRISHNANKUTTY,Independent,105,185,253,345,425,479,542,611,697,779,834,908,999,1032,1041,1049,,,,,,,,,,,1049,13,1062,0.62,170104
Kerala,OTTAPPALAM,52,P.K SASI P.K.S S/O PADMINI AMMA,Independent,5689,10219,12588,15854,19406,21425,24313,26981,29761,32525,34646,38167,46128,47374,47793,47979,,,,,,,,,,,47979,606,48585,28.56,170104
Kerala,OTTAPPALAM,52,NOTA,None of the Above,75,156,230,314,404,473,545,630,731,849,916,996,1079,1097,1101,1106,,,,,,,,,,,1106,29,1135,0.67,170104
Kerala,PALA,93,JOSE K MANI,Kerala Congress (M),2642,5363,8145,10464,12694,15510,18056,21035,24935,28119,31565,34930,38407,41978,45064,46573,,,,,,,,,,,46573,1235,47808,35.19,135851
Kerala,PALA,93,SHONE GEORGE,Bharatiya Janata Party,1934,3695,5806,7387,9354,12379,14999,17208,19620,21550,23601,25462,28382,30733,33152,34614,,,,,,,,,,,34614,690,35304,25.99,135851
Kerala,PALA,93,SANTHOSH NADOOPPARAMPIL,Bahujan Samaj Party,14,22,40,56,70,83,98,111,132,141,155,171,192,211,230,246,,,,,,,,,,,246,8,254,0.19,135851
Kerala,PALA,93,ADV.RONY NEDUMPALLIL,Aam Aadmi Party,45,98,126,155,184,218,238,258,289,323,367,415,433,459,488,497,,,,,,,,,,,497,9,506,0.37,135851
Kerala,PALA,93,C G BABU,Independent,17,36,57,78,100,114,127,143,169,197,214,234,255,280,307,319,,,,,,,,,,,319,6,325,0.24,135851
Kerala,PALA,93,MANI C KAPPEN,Independent,2835,6083,9915,13820,17005,20406,23340,26580,29473,31912,34712,37824,41081,43953,47382,49465,,,,,,,,,,,49465,1334,50799,37.39,135851
Kerala,PALA,93,SANTHOSH PULICKAL,Independent,12,28,46,71,85,104,115,135,150,162,190,203,229,247,262,270,,,,,,,,,,,270,2,272,0.2,135851
Kerala,PALA,93,NOTA,None of the Above,27,58,97,128,161,202,221,247,293,337,374,421,463,518,556,577,,,,,,,,,,,577,6,583,0.43,135851
Kerala,PALAKKAD,56,UDAYAN SUKUMARAN,Aam Aadmi Party,45,60,83,103,134,169,201,226,271,412,432,,,,,,,,,,,,,,,,432,5,437,0.3,147192
Kerala,PALAKKAD,56,KRISHNANKUTTY K,Bahujan Samaj Party,44,62,88,104,126,162,202,224,268,327,343,,,,,,,,,,,,,,,,343,5,348,0.24,147192
Kerala,PALAKKAD,56,RAMESH PISHARODY,Indian National Congress,4689,10340,16766,20256,25339,32444,42128,49321,54482,59028,61379,,,,,,,,,,,,,,,,61379,820,62199,42.26,147192
Kerala,PALAKKAD,56,SOBHA SURENDRAN,Bharatiya Janata Party,6834,11077,15303,22984,27159,30919,33956,38504,42020,46466,48192,,,,,,,,,,,,,,,,48192,860,49052,33.33,147192
Kerala,PALAKKAD,56,N.M.R. RAZACK,Independent,2510,5385,7845,8935,11339,15452,19078,22177,26828,31826,33532,,,,,,,,,,,,,,,,33532,399,33931,23.05,147192
Kerala,PALAKKAD,56,REGHU M,Independent,23,34,40,46,59,76,103,114,147,180,189,,,,,,,,,,,,,,,,189,2,191,0.13,147192
Kerala,PALAKKAD,56,SHAMSUDHEEN B.,Independent,28,46,62,73,79,96,110,135,160,181,191,,,,,,,,,,,,,,,,191,2,193,0.13,147192
Kerala,PALAKKAD,56,NOTA,None of the Above,121,190,254,302,364,457,531,609,684,780,825,,,,,,,,,,,,,,,,825,16,841,0.57,147192
Kerala,PARASSALA,137,ADV. GIREESH NEYYAR,Bharatiya Janata Party,1900,3924,4869,5765,7371,9152,10964,12893,14864,16321,17578,18704,19792,20970,22635,24058,25305,26504,27783,29304,29401,,,,,,29401,518,29919,19.3,155008
Kerala,PARASSALA,137,ADV. DHANUVACHAPURAM THANKACHAN,Bahujan Samaj Party,16,35,46,54,77,100,110,134,167,190,209,213,221,228,238,250,269,292,308,327,328,,,,,,328,12,340,0.22,155008
Kerala,PARASSALA,137,DEEPUMON PARASSALA,Aam Aadmi Party,14,20,30,35,47,58,69,79,86,96,112,139,199,215,223,248,255,263,283,290,292,,,,,,292,6,298,0.19,155008
Kerala,PARASSALA,137,NEYYATTINKARA SANAL,Indian National Congress,2743,5435,7614,9885,12189,15140,17392,20107,22597,25582,28744,31708,34567,37064,39106,41513,44140,47357,50773,52716,52912,,,,,,52912,1224,54136,34.92,155008
Kerala,PARASSALA,137,C K HAREENDRAN,Communist Party of India (Marxist),4013,7853,10427,13381,16714,20425,23959,27497,31797,35193,38379,41261,43894,47263,50834,54339,57370,61236,64575,67408,67732,,,,,,67732,1417,69149,44.61,155008
Kerala,PARASSALA,137,SHAJU PALIYODU,Independent,8,19,24,31,51,65,73,98,107,117,138,150,156,175,213,234,248,264,293,309,311,,,,,,311,7,318,0.21,155008
Kerala,PARASSALA,137,SIMIYON L P,Independent,3,5,5,12,17,20,23,33,36,37,42,42,45,47,49,54,56,60,64,66,66,,,,,,66,2,68,0.04,155008
Kerala,PARASSALA,137,S ROBINSON E NADAR,Independent,7,12,22,38,41,50,57,62,64,68,72,80,87,88,94,97,102,120,137,142,143,,,,,,143,5,148,0.1,155008
Kerala,PARASSALA,137,NOTA,None of the Above,36,71,89,110,145,185,217,246,290,331,360,397,427,459,483,516,539,565,597,619,619,,,,,,619,13,632,0.41,155008
Kerala,PARAVUR,78,E.T.TAISON MASTER,Communist Party of India,4638,9114,12922,16733,20178,23558,27519,31826,34754,37913,41802,44879,48505,52103,55004,56926,57121,,,,,,,,,,57121,937,58058,36.39,159555
Kerala,PARAVUR,78,P.K.RAJESH,Bahujan Samaj Party,18,35,49,73,89,124,138,158,175,195,221,245,260,290,311,324,326,,,,,,,,,,326,2,328,0.21,159555
Kerala,PARAVUR,78,VALSALA PRASANNAKUMAR,Bharatiya Janata Party,1327,2459,3336,4228,4923,6288,7669,8979,10766,12766,14495,15631,17104,18152,19571,20114,20163,,,,,,,,,,20163,214,20377,12.77,159555
Kerala,PARAVUR,78,ADV.V.D.SATHEESAN,Indian National Congress,4395,8927,13917,18339,23249,28066,32831,37911,42628,46954,51071,56255,61708,66565,71998,77110,77360,,,,,,,,,,77360,1298,78658,49.3,159555
Kerala,PARAVUR,78,V.M.FAISAL,Social Democratic Party Of India,16,26,38,47,57,73,105,306,330,487,553,738,783,802,808,815,816,,,,,,,,,,816,12,828,0.52,159555
Kerala,PARAVUR,78,G.GOKULDEV,Independent,7,13,31,51,55,63,70,76,91,105,113,120,133,145,160,169,170,,,,,,,,,,170,1,171,0.11,159555
Kerala,PARAVUR,78,K.B.SATHEESAN,Independent,8,18,32,46,57,72,83,100,109,120,131,141,154,168,183,200,200,,,,,,,,,,200,0,200,0.13,159555
Kerala,PARAVUR,78,NOTA,None of the Above,56,110,146,200,241,302,370,434,514,575,634,679,750,800,869,923,926,,,,,,,,,,926,9,935,0.59,159555
Kerala,PATHANAPURAM,120,JYOTHI KUMAR CHAMAKKALA,Indian National Congress,5452,10261,14937,19105,23908,28044,32575,37371,42498,47037,52298,57923,62001,66607,66968,,,,,,,,,,,,66968,1307,68275,49.61,137623
Kerala,PATHANAPURAM,120,VIPIN KANIKONATHU,Bahujan Samaj Party,59,99,126,169,203,230,296,323,366,408,441,486,557,602,610,,,,,,,,,,,,610,19,629,0.46,137623
Kerala,PATHANAPURAM,120,ANIL PILLAI,Twenty 20 Party,648,1279,1468,1780,2176,2724,3292,3734,4302,4726,5240,5585,6237,6810,6897,,,,,,,,,,,,6897,134,7031,5.11,137623
Kerala,PATHANAPURAM,120,ANEESH KILIMANOOR,Democratic Human Rights Movement Party,17,46,59,78,93,114,148,167,183,202,226,239,266,288,292,,,,,,,,,,,,292,5,297,0.22,137623
Kerala,PATHANAPURAM,120,K B GANESH KUMAR,Kerala Congress (B),4479,8826,12802,17047,20977,24997,29110,33354,37642,41729,46613,50073,54389,58646,58978,,,,,,,,,,,,58978,987,59965,43.57,137623
Kerala,PATHANAPURAM,120,N P GENASH KUMAR S/O PARAMU,Independent,46,87,115,146,181,218,260,302,341,386,428,468,497,535,541,,,,,,,,,,,,541,6,547,0.4,137623
Kerala,PATHANAPURAM,120,JYOTHISH KUMAR M,Independent,13,27,48,59,89,105,125,143,160,175,198,226,241,259,261,,,,,,,,,,,,261,5,266,0.19,137623
Kerala,PATHANAPURAM,120,NOTA,None of the Above,57,104,151,194,238,277,323,363,399,430,481,523,563,601,603,,,,,,,,,,,,603,10,613,0.45,137623
Kerala,PATTAMBI,50,ADV. P. MANOJ,Bharatiya Janata Party,1230,1818,2538,3160,4112,5148,6150,7128,8249,9786,10801,12007,12961,14437,15040,,,,,,,,,,,,15040,242,15282,9.02,169436
Kerala,PATTAMBI,50,MUHAMMED MUHASSIN,Communist Party of India,4756,9241,14916,19963,25718,30920,36131,40801,46216,51785,56937,63123,69260,74430,79049,,,,,,,,,,,,79049,1013,80062,47.25,169436
Kerala,PATTAMBI,50,T. P. SHAJI,Indian National Congress,4940,10948,15236,20553,25360,30292,34170,38585,42078,46613,51645,56235,60847,65701,69933,,,,,,,,,,,,69933,687,70620,41.68,169436
Kerala,PATTAMBI,50,S. P. AMEER ALI,Social Democratic Party Of India,145,323,509,611,693,865,938,1146,1337,1407,1523,1670,2232,2448,2572,,,,,,,,,,,,2572,10,2582,1.52,169436
Kerala,PATTAMBI,50,MUHAMMED MUHSIN. M. K MANJERIKUNNATH,Independent,12,24,32,43,50,62,70,83,89,98,113,122,134,143,152,,,,,,,,,,,,152,0,152,0.09,169436
Kerala,PATTAMBI,50,SHAJIMON,Independent,5,11,17,24,28,37,44,48,50,55,56,61,66,74,79,,,,,,,,,,,,79,7,86,0.05,169436
Kerala,PATTAMBI,50,HARIS BABU PAILIPPURAM,Independent,19,26,32,37,43,48,53,59,63,73,78,81,85,94,102,,,,,,,,,,,,102,2,104,0.06,169436
Kerala,PATTAMBI,50,NOTA,None of the Above,41,85,105,133,169,217,245,286,316,349,401,455,484,524,541,,,,,,,,,,,,541,7,548,0.32,169436
Kerala,PAYYANNUR,6,A. P. GANGADHARAN,Bharatiya Janata Party,713,1397,2060,2796,3250,3644,4107,4698,5128,5841,6392,7013,7622,8204,,,,,,,,,,,,,8204,228,8432,5.41,155970
Kerala,PAYYANNUR,6,T. I. MADHUSOODANAN,Communist Party of India (Marxist),6932,14366,20399,24998,30587,35091,38820,42763,46486,50923,56993,61054,64105,67077,,,,,,,,,,,,,67077,2076,69153,44.34,155970
Kerala,PAYYANNUR,6,V. KUNHIKRISHNAN,Independent,4524,8616,12828,19258,24728,31607,38510,43639,50370,56382,60798,65805,71584,75074,,,,,,,,,,,,,75074,1566,76640,49.14,155970
Kerala,PAYYANNUR,6,SANDEEP V. K.,Independent,63,97,135,182,226,268,306,336,366,412,446,481,517,542,,,,,,,,,,,,,542,10,552,0.35,155970
Kerala,PAYYANNUR,6,NOTA,None of the Above,113,196,282,362,448,534,625,705,781,874,978,1047,1114,1152,,,,,,,,,,,,,1152,41,1193,0.76,155970
Kerala,PEERUMADE,92,JOSEPH JACOB,Aam Aadmi Party,24,43,73,96,120,156,183,214,269,325,367,381,418,448,474,505,,,,,,,,,,,505,3,508,0.41,122652
Kerala,PEERUMADE,92,K MURALI,Bahujan Samaj Party,25,39,61,83,105,142,165,208,239,262,278,299,340,363,395,424,,,,,,,,,,,424,1,425,0.35,122652
Kerala,PEERUMADE,92,RATHEESH VARAKUMALA,Bharatiya Janata Party,557,891,1692,2041,2822,3529,4147,4994,5599,6199,6714,6908,7318,7842,8362,9151,,,,,,,,,,,9151,67,9218,7.52,122652
Kerala,PEERUMADE,92,K SALIMKUMAR,Communist Party of India,2759,5091,7673,10018,12635,14981,17248,19712,22267,24629,27226,29347,32205,35819,39172,41591,,,,,,,,,,,41591,447,42038,34.27,122652
Kerala,PEERUMADE,92,ADV.CYRIAC THOMAS,Indian National Congress,4201,8275,12737,16675,21142,26077,31308,36890,41230,44535,48873,51812,56635,60623,64748,68891,,,,,,,,,,,68891,781,69672,56.8,122652
Kerala,PEERUMADE,92,NOTA,None of the Above,38,71,113,157,215,263,321,384,446,498,551,579,624,678,733,785,,,,,,,,,,,785,6,791,0.64,122652
Kerala,PERAMBRA,24,ADV. FATHIMA THAHILIYA,Indian Union Muslim League,5542,10834,15627,20281,25292,30245,34685,39432,44957,50650,54855,59313,63999,68660,72538,76484,78990,79409,79735,,,,,,,,79735,1694,81429,47.32,172086
Kerala,PERAMBRA,24,M. MOHANAN MASTER,Bharatiya Janata Party,678,1399,1987,2691,3502,4346,5206,5960,7055,8063,8589,9308,10156,11053,11745,12323,12622,12676,12746,,,,,,,,12746,296,13042,7.58,172086
Kerala,PERAMBRA,24,RENJITH MALAYIL,Aam Aadmi Party,4,11,16,26,31,39,42,54,64,70,76,82,93,97,103,115,120,120,120,,,,,,,,120,4,124,0.07,172086
Kerala,PERAMBRA,24,T. P. RAMAKRISHNAN,Communist Party of India (Marxist),3571,7152,10325,14992,19459,24125,28824,32757,37770,42170,47135,52089,56888,61386,66566,71250,73779,73948,74279,,,,,,,,74279,2063,76342,44.36,172086
Kerala,PERAMBRA,24,AKHIL KUMAR .A.M,Communist Party of India (Marxist-Leninist) Red Star,11,15,20,31,37,48,54,58,66,76,87,101,112,120,127,140,146,146,147,,,,,,,,147,4,151,0.09,172086
Kerala,PERAMBRA,24,FATHIMA NASRI. V,Independent,7,19,36,49,60,70,76,80,83,89,95,99,107,114,124,136,139,139,140,,,,,,,,140,0,140,0.08,172086
Kerala,PERAMBRA,24,FATHIMATHU RUKSANA. P,Independent,8,25,41,56,66,71,81,86,94,102,104,109,122,134,137,145,146,147,147,,,,,,,,147,4,151,0.09,172086
Kerala,PERAMBRA,24,P.K. BIJU MASTER,Independent,4,13,16,23,28,30,33,35,39,42,46,47,50,55,58,60,62,63,63,,,,,,,,63,3,66,0.04,172086
Kerala,PERAMBRA,24,K. RAMAKRISHNAN S/O GOVINDAN NAIR,Independent,3,8,9,11,15,19,20,23,31,31,36,38,43,43,47,54,60,60,61,,,,,,,,61,1,62,0.04,172086
Kerala,PERAMBRA,24,T.M. RAMAKRISHNAN S/O NARAYANAN NAIR,Independent,5,8,12,17,20,26,31,35,37,37,40,42,46,56,59,65,67,67,67,,,,,,,,67,5,72,0.04,172086
Kerala,PERAMBRA,24,NOTA,None of the Above,13,32,61,93,120,165,190,216,245,268,286,321,360,391,424,463,476,477,479,,,,,,,,479,28,507,0.29,172086
Kerala,PERAVOOR,16,K K SHAILAJA TEACHER,Communist Party of India (Marxist),5134,10689,13500,17825,22898,28447,33410,37724,42024,46658,51325,55593,59281,59550,59923,60437,,,,,,,,,,,60437,1250,61687,41.89,147244
Kerala,PERAVOOR,16,ADV. SUNNY JOSEPH,Indian National Congress,5111,10236,16766,21858,28256,33035,39013,45229,51273,56363,61983,67759,73252,73636,74233,74634,,,,,,,,,,,74634,1506,76140,51.71,147244
Kerala,PERAVOOR,16,ADV. HENSTION GEORGE,Aam Aadmi Party,25,51,118,133,163,202,230,263,290,312,344,371,413,418,418,423,,,,,,,,,,,423,8,431,0.29,147244
Kerala,PERAVOOR,16,ARUVIKKAL KRISHNAN,Communist Party of India (Marxist-Leninist) (Liberation),4,7,9,15,21,33,36,44,59,63,72,75,79,81,81,82,,,,,,,,,,,82,4,86,0.06,147244
Kerala,PERAVOOR,16,PAILY VATHIYATTU,Bharath Dharma Jana Sena,421,1010,1352,2007,2787,3936,4474,4902,5308,5781,6586,7152,7756,7819,7833,7863,,,,,,,,,,,7863,157,8020,5.45,147244
Kerala,PERAVOOR,16,NARAYANA KUMAR,Independent,0,3,5,7,18,21,22,24,26,30,33,36,43,43,43,44,,,,,,,,,,,44,1,45,0.03,147244
Kerala,PERAVOOR,16,VENUGOPALAN. C,Independent,1,2,5,6,8,9,11,12,17,19,21,22,25,25,25,25,,,,,,,,,,,25,1,26,0.02,147244
Kerala,PERAVOOR,16,SAILAJA. A. V,Independent,8,16,23,35,47,58,65,69,80,88,91,95,101,101,101,101,,,,,,,,,,,101,8,109,0.07,147244
Kerala,PERAVOOR,16,C. SHYLAJA,Independent,2,8,14,27,30,36,40,44,48,51,52,54,65,65,65,67,,,,,,,,,,,67,1,68,0.05,147244
Kerala,PERAVOOR,16,SUNNY,Independent,5,11,15,18,20,26,29,33,39,42,46,49,54,55,55,55,,,,,,,,,,,55,11,66,0.04,147244
Kerala,PERAVOOR,16,SUNNY JOSEPH MUTHUKULATHEL,Independent,11,20,31,46,61,71,83,96,118,124,144,161,176,177,177,178,,,,,,,,,,,178,13,191,0.13,147244
Kerala,PERAVOOR,16,NOTA,None of the Above,28,60,87,113,141,169,191,226,256,296,320,340,356,361,361,363,,,,,,,,,,,363,12,375,0.25,147244
Kerala,PERINTHALMANNA,38,NAJEEB KANTHAPURAM,Indian Union Muslim League,5627,11739,15682,20642,26806,31914,36808,41626,47261,52395,58315,64576,69045,75148,80287,84683,89649,93455,98107,102487,103562,103916,,,,,103916,972,104888,56.36,186088
Kerala,PERINTHALMANNA,38,ADV. K.P BABURAJ,Bharatiya Janata Party,760,1123,1316,1424,1597,2002,2649,3217,3554,3637,3860,4087,4583,4747,5111,5413,5690,6065,6484,6959,7097,7130,,,,,7130,110,7240,3.89,186088
Kerala,PERINTHALMANNA,38,V.P MOHAMMED HANEEFA,Communist Party of India (Marxist),3395,6832,9806,12360,15180,18130,21957,25963,30098,33692,37046,39962,43388,46838,50849,55332,59621,63255,66307,70331,71441,71658,,,,,71658,799,72457,38.94,186088
Kerala,PERINTHALMANNA,38,ABDUL NAJEEB S/O MOHAMED,Independent,11,27,40,46,50,63,88,103,120,132,143,155,161,177,193,198,207,211,226,232,236,236,,,,,236,3,239,0.13,186088
Kerala,PERINTHALMANNA,38,ABDUL NAJEEB S/O VEERAPPU,Independent,3,6,7,8,10,13,17,20,25,30,32,35,38,43,44,47,49,51,52,53,54,54,,,,,54,0,54,0.03,186088
Kerala,PERINTHALMANNA,38,NAJEEB,Independent,11,14,16,20,31,34,45,47,51,59,67,72,77,84,89,96,101,104,108,111,111,112,,,,,112,1,113,0.06,186088
Kerala,PERINTHALMANNA,38,MOHAMMED HANEEFA P S/O ALAVI,Independent,15,23,32,40,52,64,78,93,111,120,132,140,152,159,172,186,189,192,208,222,227,227,,,,,227,1,228,0.12,186088
Kerala,PERINTHALMANNA,38,HANEEFA,Independent,12,26,33,40,60,70,84,96,105,112,122,133,150,159,164,168,171,176,186,194,201,203,,,,,203,2,205,0.11,186088
Kerala,PERINTHALMANNA,38,NOTA,None of the Above,54,85,106,133,168,204,260,303,337,366,390,423,454,490,519,539,551,577,605,644,651,655,,,,,655,9,664,0.36,186088
Kerala,PERUMBAVOOR,74,ADV. PRASANTH,Bahujan Samaj Party,49,83,145,188,227,314,350,400,434,465,488,522,558,620,635,,,,,,,,,,,,635,22,657,0.45,147529
Kerala,PERUMBAVOOR,74,BASIL PAUL,Kerala Congress (M),3072,5486,8356,11397,14704,17913,20389,23231,26676,30367,34164,37695,40855,44189,45845,,,,,,,,,,,,45845,809,46654,31.62,147529
Kerala,PERUMBAVOOR,74,MANOJ MOOTHEDAN,Indian National Congress,5427,11188,16132,21613,26147,31234,35263,41501,46709,52368,58159,63206,67134,71948,73684,,,,,,,,,,,,73684,1404,75088,50.9,147529
Kerala,PERUMBAVOOR,74,JIBI PATHICKAL,Twenty 20 Party,1560,3254,5207,6294,7284,8992,11056,12020,14229,15074,16864,18285,19937,21680,22189,,,,,,,,,,,,22189,308,22497,15.25,147529
Kerala,PERUMBAVOOR,74,ELDHO GEORGE,Independent,77,147,230,312,399,492,589,649,843,936,1065,1202,1427,1511,1549,,,,,,,,,,,,1549,13,1562,1.06,147529
Kerala,PERUMBAVOOR,74,MOHANAN M A,Independent,41,61,76,81,95,113,128,137,150,163,176,186,204,214,220,,,,,,,,,,,,220,6,226,0.15,147529
Kerala,PERUMBAVOOR,74,NOTA,None of the Above,53,112,160,201,267,323,390,440,508,558,626,685,745,814,835,,,,,,,,,,,,835,10,845,0.57,147529
Kerala,PIRAVOM,85,ELDHO ABRAHAM THALIYACHIRA,Aam Aadmi Party,97,169,241,302,363,451,518,573,629,697,738,798,859,925,970,974,982,,,,,,,,,,982,22,1004,0.66,152386
Kerala,PIRAVOM,85,SABU K JACOB,Kerala Congress (M),3989,6892,9949,12480,15570,18239,20895,23690,26907,29939,33009,36305,38971,41689,43609,43781,44019,,,,,,,,,,44019,851,44870,29.44,152386
Kerala,PIRAVOM,85,ANOOP JACOB,Kerala Congress (Jacob),5999,11477,17428,22793,29006,34593,40934,46323,51927,57866,63153,69359,76209,82443,86675,87197,87654,,,,,,,,,,87654,1897,89551,58.77,152386
Kerala,PIRAVOM,85,JIBI ABRAHAM,Twenty 20 Party,1749,3362,4435,5424,6160,7161,7903,8832,9865,10897,11625,12390,13212,13992,14489,14581,14640,,,,,,,,,,14640,221,14861,9.75,152386
Kerala,PIRAVOM,85,T C RAMANAN,Socialist Unity Centre Of India (COMMUNIST),50,83,106,132,148,164,193,217,265,279,302,314,332,379,384,388,389,,,,,,,,,,389,8,397,0.26,152386
Kerala,PIRAVOM,85,SABU K ERAMATH,Independent,25,47,66,89,108,122,147,168,195,217,234,255,284,309,326,326,328,,,,,,,,,,328,5,333,0.22,152386
Kerala,PIRAVOM,85,RENNY MATHEW,Independent,34,49,75,85,94,106,131,144,157,168,187,218,233,248,258,258,259,,,,,,,,,,259,6,265,0.17,152386
Kerala,PIRAVOM,85,NOTA,None of the Above,103,209,306,383,442,517,576,645,712,759,819,907,972,1029,1065,1078,1089,,,,,,,,,,1089,16,1105,0.73,152386
Kerala,PONNANI,48,K.P NOUSHAD ALI,Indian National Congress,5060,10374,15577,19889,24603,29928,34693,39587,44870,50363,55486,60994,65791,71342,76765,80086,,,,,,,,,,,80086,588,80674,49.81,161973
Kerala,PONNANI,48,ADV.M.K SAKKEER,Communist Party of India (Marxist),4357,8917,13342,18152,22862,27074,31281,35435,39381,42891,47272,51164,55403,59754,63953,66854,,,,,,,,,,,66854,553,67407,41.62,161973
Kerala,PONNANI,48,ANWAR PAZHANJI,Social Democratic Party Of India,94,234,333,425,572,740,931,1064,1211,1311,1418,1495,1579,1737,1924,1961,,,,,,,,,,,1961,10,1971,1.22,161973
Kerala,PONNANI,48,MANEESH JANAKEEYAM,Bharath Dharma Jana Sena,221,574,1091,2196,3586,4752,5392,5699,6480,6763,7939,8717,9073,9354,9609,10140,,,,,,,,,,,10140,70,10210,6.3,161973
Kerala,PONNANI,48,NOUSHADALI,Independent,14,28,40,68,98,119,137,166,182,206,234,250,268,285,300,320,,,,,,,,,,,320,4,324,0.2,161973
Kerala,PONNANI,48,SAKKEER S/O ILLYAS,Independent,3,10,19,30,42,50,58,72,91,101,113,117,123,130,142,148,,,,,,,,,,,148,1,149,0.09,161973
Kerala,PONNANI,48,SAKKEER S/O MUHAMMED,Independent,7,32,54,68,88,97,116,142,162,181,199,213,226,249,274,279,,,,,,,,,,,279,0,279,0.17,161973
Kerala,PONNANI,48,SAGEER M.K,Independent,14,34,46,64,73,93,105,115,126,132,144,156,163,174,187,195,,,,,,,,,,,195,2,197,0.12,161973
Kerala,PONNANI,48,NOTA,None of the Above,44,96,131,184,230,281,313,341,392,440,492,539,575,618,722,754,,,,,,,,,,,754,8,762,0.47,161973
Kerala,POONJAR,101,P.C. GEORGE,Bharatiya Janata Party,274,1956,5038,8474,11844,14677,16638,19056,21052,22474,24682,27550,30004,31611,33745,34937,35390,35536,,,,,,,,,35536,636,36172,24.98,144794
Kerala,POONJAR,101,SHINY A C,Bahujan Samaj Party,17,31,42,73,107,155,187,224,254,286,319,434,493,518,562,588,589,590,,,,,,,,,590,13,603,0.42,144794
Kerala,POONJAR,101,ADV.SEBASTIAN M.J,Indian National Congress,6157,10487,13592,15965,19137,23437,27557,30897,34034,36694,40465,43799,47221,51143,53604,55451,55568,55752,,,,,,,,,55752,1148,56900,39.3,144794
Kerala,POONJAR,101,ADV. SEBASTIAN KULATHUNKAL,Kerala Congress (M),6610,11402,13721,16265,18631,21044,24638,27560,30253,32464,35415,38817,42157,45232,47937,49163,49287,49399,,,,,,,,,49399,808,50207,34.67,144794
Kerala,POONJAR,101,ABHIRAM BABU,Independent,24,46,52,62,75,88,101,112,119,129,143,155,168,182,193,199,200,202,,,,,,,,,202,3,205,0.14,144794
Kerala,POONJAR,101,MAYAMOL K P,Independent,7,12,14,19,29,38,48,54,63,71,73,94,110,115,129,131,131,132,,,,,,,,,132,4,136,0.09,144794
Kerala,POONJAR,101,SANTHOSH JOSEPH,Independent,3,11,14,17,26,28,36,36,40,47,51,57,63,64,73,73,73,73,,,,,,,,,73,0,73,0.05,144794
Kerala,POONJAR,101,NOTA,None of the Above,29,66,97,126,158,192,238,271,301,320,357,396,425,449,476,487,491,491,,,,,,,,,491,7,498,0.34,144794
Kerala,PUDUKKAD,71,JAYAKRISHNAN P N,Aam Aadmi Party,59,111,152,207,251,279,316,370,427,478,580,673,713,756,810,850,852,,,,,,,,,,852,11,863,0.56,154161
Kerala,PUDUKKAD,71,PARAMESWARAN A (NAGESH),Bharatiya Janata Party,3010,5070,6938,8822,9908,11317,12513,14119,15561,16487,17733,19736,21694,24098,26011,27638,27699,,,,,,,,,,27699,319,28018,18.17,154161
Kerala,PUDUKKAD,71,P C PUSHPAKARAN,Bahujan Samaj Party,40,62,80,100,113,123,139,164,196,224,236,251,271,299,325,351,352,,,,,,,,,,352,7,359,0.23,154161
Kerala,PUDUKKAD,71,K M BABURAJAN,Indian National Congress,3131,6612,9583,13833,18062,22161,25975,29846,34043,38362,42862,46085,48926,51946,55986,59044,59318,,,,,,,,,,59318,965,60283,39.1,154161
Kerala,PUDUKKAD,71,K K RAMACHANDRAN,Communist Party of India (Marxist),4630,8671,13199,16566,19746,23238,27046,30654,34840,37920,41549,45174,49238,54359,58315,61908,62232,,,,,,,,,,62232,904,63136,40.95,154161
Kerala,PUDUKKAD,71,ANIFA V K,Independent,17,35,52,80,91,108,125,141,158,171,192,206,226,235,249,264,266,,,,,,,,,,266,5,271,0.18,154161
Kerala,PUDUKKAD,71,NOTA,None of the Above,110,202,286,383,442,501,548,631,701,773,851,917,990,1083,1149,1209,1216,,,,,,,,,,1216,15,1231,0.8,154161
