state,district,district_number,constituency,constituency_number,candidate,party,evm_votes,postal_votes,candidate_total_votes,candidate_vote_%,total_polled_votes,male_votes,female_votes,thirunangai_votes,total_votes
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,KARUPPU RAJA M,Makkal Needhi Maiam,3447,41,3488,1.91,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,SASIKALA S,Naam Tamilar Katchi,16262,168,16430,9.02,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,PARTHASARATHI M,My India Party,187,1,188,0.1,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,RAMAPANDI C,Independent,184,2,186,0.1,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,UDHAYAKUMAR M,Independent,208,0,208,0.11,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,UDAYAKUMAR,Independent,96,0,96,0.05,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,KUMAR S,Independent,78,1,79,0.04,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,BALAMURUGAN S,Independent,196,2,198,0.11,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,MURUKESAN K,Independent,684,3,687,0.38,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,RAVISANKAR V,Independent,109,0,109,0.06,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,RAJIV GANDHI K,Independent,350,4,354,0.19,182158,122850,124532,19,247401
Tamil Nadu,RAMANATHAPURAM,27,Paramakudi,209,NOTA,None of the Above,1242,16,1258,0.69,182158,122850,124532,19,247401
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,RAMAN V,Bahujan Samaj Party,495,0,495,0.27,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SEKAR S,All India Anna Dravida Munnetra Kazhagam,84593,1441,86034,46.83,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,MOORTHIY K S,Dravida Munnetra Kazhagam,76062,2310,78372,42.66,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SAMINATHAN P P,Amma Makkal Munnettra Kazagam,1321,8,1329,0.72,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SUNDARAM S,United States of India Party,132,4,136,0.07,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,NATARAJAN K,Makkal Needhi Maiam,1858,24,1882,1.02,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,MANI K,Ganasangam Party of India,128,4,132,0.07,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,UVARANI K,Naam Tamilar Katchi,11554,130,11684,6.36,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,KARTHIKEYAN N,Independent,69,1,70,0.04,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,KUZHANDAIVEL K,Independent,65,0,65,0.04,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SATHISKUMAR D,Independent,66,1,67,0.04,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SAMYNATHAN G,Independent,67,1,68,0.04,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SEERANGAN P,Independent,155,1,156,0.08,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SUNDARAM N,Independent,280,0,280,0.15,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SEKAR N,Independent,269,1,270,0.15,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,SEKAR R,Independent,367,1,368,0.2,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,THANGARASU M,Independent,177,1,178,0.1,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,DEVANDRAN G,Independent,259,0,259,0.14,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,NALLAPPAN K,Independent,219,0,219,0.12,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,PAPATHI R,Independent,232,0,232,0.13,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,PARTHASARATHY S,Independent,88,0,88,0.05,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,BALASUBRAMANIAN A,Independent,21,0,21,0.01,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,BALAJI R,Independent,33,2,35,0.02,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,PRABHAHARAN M,Independent,41,1,42,0.02,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,PERIASAMY R,Independent,52,0,52,0.03,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,MOORTHY M,Independent,86,1,87,0.05,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,JAYAKUMAR K,Independent,112,0,112,0.06,183697,101642,107702,6,209350
Tamil Nadu,NAMAKKAL,10,Paramathi-Velur,95,NOTA,None of the Above,952,12,964,0.52,183697,101642,107702,6,209350
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"ANNADURAI, K.",Dravida Munnetra Kazhagam,78060,1005,79065,44.62,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"RENGARAJAN, N.R.",All India Anna Dravida Munnetra Kazhagam,53521,275,53796,30.36,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,KEERTHIKA ANBU,Naam Tamilar Katchi,10694,36,10730,6.06,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"SADASIVAM, B.",Makkal Needhi Maiam,3070,18,3088,1.74,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"SUNDARRAJ, M.",Anaithu Makkal Puratchi Katchi,178,1,179,0.1,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"SELVAM, S.D.S.",Amma Makkal Munnettra Kazagam,5191,32,5223,2.95,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"MEIKKAPPAN, T.",Anna Dravidar Kazhagam,322,0,322,0.18,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,"BALAKRISHNAN, V.",Independent,23704,67,23771,13.41,177200,109850,118626,22,228498
Tamil Nadu,THANJAVUR,21,Pattukkottai,176,NOTA,None of the Above,1019,7,1026,0.58,177200,109850,118626,22,228498
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,INBASEKARAN. P.N.P,Dravida Munnetra Kazhagam,83765,1172,84937,40.39,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,UTHAYAKUMAR. R,Desiya Murpokku Dravida Kazhagam,2910,11,2921,1.39,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,MOORTHI. S,Bahujan Samaj Party,238,7,245,0.12,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,ANNADURAI. C,Desiya Makkal Sakthi Katchi,208,3,211,0.1,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,TAMILAZHAGAN. R,Naam Tamilar Katchi,8890,55,8945,4.25,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,MANI. G.K,Pattali Makkal Katchi,105250,873,106123,50.46,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,SHAKILA. K,Makkal Needhi Maiam,1451,20,1471,0.7,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,ANNADURAI. V,Independent,207,0,207,0.1,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,SIVALINGAM. N,Independent,139,3,142,0.07,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,DHARUMAN. K,Independent,242,1,243,0.12,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,THIRUMURUGAN. P,Independent,450,1,451,0.21,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,PERIYANANJAPPAN. A,Independent,1959,9,1968,0.94,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,MANI. K.G.,Independent,211,1,212,0.1,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,MANI. P,Independent,202,3,205,0.1,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,MUNUSAMY. S,Independent,263,2,265,0.13,210305,118163,109901,9,228073
Tamil Nadu,DHARMAPURI,6,Pennagaram,58,NOTA,None of the Above,1754,5,1759,0.84,210305,118163,109901,9,228073
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"RAJENDRAN, K.",Bahujan Samaj Party,519,1,520,0.22,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"GUNASEKARAN, A.",Nationalist Congress Party,405,4,409,0.17,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"THAMIZHSELVAN, R.",All India Anna Dravida Munnetra Kazhagam,90325,731,91056,37.94,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"PRABHAHARAN, M.",Dravida Munnetra Kazhagam,119636,2454,122090,50.87,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"RAJENDRAN, K.",Desiya Murpokku Dravida Kazhagam,2918,14,2932,1.22,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"SASIKALA, M.",Indiya Jananayaka Katchi,1073,7,1080,0.45,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"MAHESHWARI, M.",Naam Tamilar Katchi,18592,81,18673,7.78,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"RADHIKA, T.",Puthiya Tamilagam,994,9,1003,0.42,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,"SATHISH, S.",Independent,379,0,379,0.16,240026,135247,141828,16,277091
Tamil Nadu,PERAMBALUR,17,Perambalur,147,NOTA,None of the Above,1867,17,1884,0.78,240026,135247,141828,16,277091
Tamil Nadu,CHENNAI,2,Perambur,12,SURESH. C,Bahujan Samaj Party,515,0,515,0.26,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SHEKAR. R.D,Dravida Munnetra Kazhagam,104580,687,105267,52.53,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,DHANAPALAN N.R,All India Anna Dravida Munnetra Kazhagam,50093,198,50291,25.1,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SOOSAI. M.A,Republican Party of India (Athawale),296,0,296,0.15,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SEBASTIN. J,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),194,0,194,0.1,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,PONNUSAMY. A,Makkal Needhi Maiam,17026,46,17072,8.52,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,MERLIN SUGANTHI. S,Naam Tamilar Katchi,19787,34,19821,9.89,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,LAKSHMI NARAYANAN. E,Amma Makkal Munnettra Kazagam,4039,3,4042,2.02,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,UDAYAKUMAR. S,Independent,59,1,60,0.03,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,KADHIRAVAN. M,Independent,48,0,48,0.02,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SATHISHKUMAR. S,Independent,106,0,106,0.05,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SATHEESH. J,Independent,174,0,174,0.09,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SARAVANA PERUMAL. R,Independent,65,0,65,0.03,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SELVARAJ. R,Independent,86,1,87,0.04,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,SEKAR. P,Independent,166,0,166,0.08,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,PARTHIPAN. P,Independent,172,0,172,0.09,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,PREM ANAND. J,Independent,112,0,112,0.06,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,RAJESH. K,Independent,163,0,163,0.08,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,RAJESH KUMAR. S,Independent,90,0,90,0.04,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,VASANTHA KUMAR. M,Independent,40,0,40,0.02,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,VINOTHKUMAR. G,Independent,45,0,45,0.02,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,VENKATESH. L,Independent,46,0,46,0.02,200387,145198,147979,44,293221
Tamil Nadu,CHENNAI,2,Perambur,12,NOTA,None of the Above,1508,7,1515,0.76,200387,145198,147979,44,293221
Tamil Nadu,THANJAVUR,21,Peravurani,177,"ASHOKKUMAR, N.",Dravida Munnetra Kazhagam,88102,1028,89130,52.17,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"SIVAKUMAR, M.",Desiya Murpokku Dravida Kazhagam,1618,5,1623,0.95,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"THIRUGNANASAMBANDAM, S.V.",All India Anna Dravida Munnetra Kazhagam,65395,232,65627,38.41,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"DURAIRAJ, G.",Bahujan Samaj Party,493,1,494,0.29,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"DELIPAN, K.",Naam Tamilar Katchi,12109,45,12154,7.11,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"PACHAMUTHU, P.",Indiya Jananayaka Katchi,552,2,554,0.32,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"ELANGOVAN, G.",Independent,236,0,236,0.14,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,"UTHAYAKUMAR, U.",Independent,260,2,262,0.15,170850,101792,104469,1,206262
Tamil Nadu,THANJAVUR,21,Peravurani,177,NOTA,None of the Above,768,2,770,0.45,170850,101792,104469,1,206262
Tamil Nadu,THENI,25,Periyakulam,199,K.S.SARAVANAKUMAAR,Dravida Munnetra Kazhagam,90360,1891,92251,45.71,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,M Murugan,All India Anna Dravida Munnetra Kazhagam,70444,486,70930,35.15,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,Dr.K.Kathirkamu,Amma Makkal Munnettra Kazagam,16317,107,16424,8.14,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,S.Chinnamuthu,My India Party,299,2,301,0.15,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,S.PANDIYARAJAN,Makkal Needhi Maiam,5626,54,5680,2.81,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,A.Murugesan,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),201,1,202,0.1,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,Vimala,Naam Tamilar Katchi,11660,134,11794,5.84,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,MADHU BHARATHI,Independent,622,6,628,0.31,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,C.MAYAZHAKU,Independent,56,1,57,0.03,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,MURUGAN,Independent,335,4,339,0.17,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,M.Muniyappan,Independent,94,0,94,0.05,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,M.Muneeswaran,Independent,143,0,143,0.07,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,"A.C.MOHAN RAJ B.P.T.,",Independent,148,1,149,0.07,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,P.RAMAIYA,Independent,112,0,112,0.06,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,M.RAJENDRAN,Independent,237,5,242,0.12,201797,128155,131406,79,259640
Tamil Nadu,THENI,25,Periyakulam,199,NOTA,None of the Above,2414,37,2451,1.21,201797,128155,131406,79,259640
Tamil Nadu,ERODE,11,Perundurai,103,"KULANDAIVEL, P. R.",Desiya Murpokku Dravida Kazhagam,857,1,858,0.45,189843,105061,109284,0,214345
Tamil Nadu,ERODE,11,Perundurai,103,KKC BALU,Dravida Munnetra Kazhagam,69569,1049,70618,37.2,189843,105061,109284,0,214345
